horse_id	race_id	日付	開催	天気	R	レース名	枠番	馬番	オッズ	人気	騎手	斤量	距離	馬場	馬体重	着順	前走着順	前々走着順	pred	馬名
2020102562	202406050808	2024/12/22	中山	晴	8.0	冬至特別(2勝クラス)	4.0	8	141.7	13.0	丸田恭介	56.0	ダ1200	良	454(+2)	13	11	15	0.0071069026819077	レディアス
2019100593	202406050808	2024/12/22	中山	晴	8.0	冬至特別(2勝クラス)	5.0	9	328.9	16.0	菊沢一樹	56.0	ダ1200	良	478(+6)	15	7	12	0.0134711133519583	フラッシュアーク
2019100937	202406050808	2024/12/22	中山	晴	8.0	冬至特別(2勝クラス)	5.0	10	75.2	10.0	池添謙一	58.0	ダ1200	良	462(+10)	4	6	1	0.0092503133121071	ニシノコニャック
2020101567	202406050808	2024/12/22	中山	晴	8.0	冬至特別(2勝クラス)	6.0	11	5.7	4.0	ムーア	58.0	ダ1200	良	536(+10)	12	11	9	0.1605221012834974	サトノガレオン
2019106704	202406050808	2024/12/22	中山	晴	8.0	冬至特別(2勝クラス)	6.0	12	3.4	1.0	ルメール	56.0	ダ1200	良	500(-8)	9	4	2	0.1557193165921749	カンザシ
2019103815	202406050808	2024/12/22	中山	晴	8.0	冬至特別(2勝クラス)	7.0	13	194.7	15.0	内田博幸	56.0	ダ1200	良	462(+2)	11	11	12	0.0058235557366549	スマイルアップ
2019100871	202406050808	2024/12/22	中山	晴	8.0	冬至特別(2勝クラス)	7.0	14	54.7	9.0	荻野琢真	58.0	ダ1200	良	500(0)	8	3	9	0.0128011628952279	ブルーノート
2021100338	202406050808	2024/12/22	中山	晴	8.0	冬至特別(2勝クラス)	8.0	15	104.0	12.0	石橋脩	55.0	ダ1200	良	426(-10)	2	11	13	0.0086677568081067	テセラリアン
2020100363	202406050808	2024/12/22	中山	晴	8.0	冬至特別(2勝クラス)	8.0	16	5.7	3.0	横山和生	58.0	ダ1200	良	530(+8)	3	3	3	0.153291850619426	キョウエイカンフ
2019102496	202406050809	2024/12/22	中山	晴	9.0	グッドラックH(2勝クラス)	1.0	1	73.6	13.0	藤懸貴志	55.0	芝2500	良	470(+2)	16	7	5	0.0092518499453845	スズノマーベリック
2021103557	202406050809	2024/12/22	中山	晴	9.0	グッドラックH(2勝クラス)	1.0	2	10.9	5.0	菅原明良	55.0	芝2500	良	520(-2)	11	2	1	0.0784779046139957	グランアルティスタ
2021105499	202406050809	2024/12/22	中山	晴	9.0	グッドラックH(2勝クラス)	2.0	3	6.9	4.0	松山弘平	55.0	芝2500	良	448(+2)	3	3	1	0.1217663313289745	アバンデル
2016102767	202406050809	2024/12/22	中山	晴	9.0	グッドラックH(2勝クラス)	2.0	4	54.9	11.0	幸英明	56.0	芝2500	良	474(+2)	10	3	4	0.0138450260612114	プレイリードリーム
2021105104	202406050809	2024/12/22	中山	晴	9.0	グッドラックH(2勝クラス)	3.0	5	6.6	3.0	坂井瑠星	55.0	芝2500	良	516(+4)	2	6	4	0.1460684708056188	サンライズソレイユ
2020106677	202406050809	2024/12/22	中山	晴	9.0	グッドラックH(2勝クラス)	3.0	6	14.2	6.0	マーカン	55.0	芝2500	良	456(+10)	5	1	3	0.0611071977595686	スピーディブレイク
2020103321	202406050809	2024/12/22	中山	晴	9.0	グッドラックH(2勝クラス)	4.0	7	18.5	7.0	Ｃ．デム	54.0	芝2500	良	510(+10)	13	13	11	0.0548783407829211	カナオールウェイズ
2019100212	202406050809	2024/12/22	中山	晴	9.0	グッドラックH(2勝クラス)	4.0	8	30.5	8.0	ドイル	56.0	芝2500	良	460(+10)	7	2	6	0.0204101028794995	ウインマイルート
2016102550	202406050809	2024/12/22	中山	晴	9.0	グッドラックH(2勝クラス)	5.0	9	92.9	15.0	津村明秀	54.0	芝2500	良	486(-6)	14	6	2	0.0075269834149935	シュブリーム
2020103205	202406050809	2024/12/22	中山	晴	9.0	グッドラックH(2勝クラス)	5.0	10	50.9	10.0	横山武史	55.0	芝2500	良	550(+10)	8	3	5	0.016388804762769	フロムナウオン
2018105047	202406050809	2024/12/22	中山	晴	9.0	グッドラックH(2勝クラス)	6.0	11	68.0	12.0	横山和生	56.0	芝2500	良	468(-4)	15	7	6	0.0099340728937594	ホウオウサンデー
2020101548	202406050809	2024/12/22	中山	晴	9.0	グッドラックH(2勝クラス)	6.0	12	5.0	2.0	川田将雅	57.0	芝2500	良	478(+4)	6	2	4	0.1754270155631825	アイザックバローズ
