index	bet_type	win_umaban	return
27878	三連単	['6', '4', '8']	27720
27879	単勝	['2']	160
27880	複勝	['2']	110
27880	複勝	['5']	400
27880	複勝	['8']	1570
27882	馬連	['2', '5']	1700
27883	ワイド	['2', '5']	700
27883	ワイド	['2', '8']	2770
27883	ワイド	['5', '8']	12540
27884	馬単	['2', '5']	1880
27885	三連複	['2', '5', '8']	35380
27886	三連単	['2', '5', '8']	85720
27887	単勝	['15']	1330
27888	複勝	['15']	400
27888	複勝	['4']	220
27888	複勝	['14']	510
27890	馬連	['4', '15']	4020
27891	ワイド	['4', '15']	1410
27891	ワイド	['14', '15']	2670
27891	ワイド	['4', '14']	1960
27892	馬単	['15', '4']	9280
27893	三連複	['4', '14', '15']	20620
27894	三連単	['15', '4', '14']	114880
27895	単勝	['15']	1030
27896	複勝	['15']	220
27896	複勝	['4']	220
27896	複勝	['11']	420
27898	馬連	['4', '15']	3220
27899	ワイド	['4', '15']	1030
27899	ワイド	['11', '15']	1440
27899	ワイド	['4', '11']	2380
27900	馬単	['15', '4']	7860
27901	三連複	['4', '11', '15']	16280
27902	三連単	['15', '4', '11']	92410
27903	単勝	['12']	200
27904	複勝	['12']	120
27904	複勝	['3']	1390
27904	複勝	['13']	280
27906	馬連	['3', '12']	8780
27907	ワイド	['3', '12']	3030
27907	ワイド	['12', '13']	630
27907	ワイド	['3', '13']	9000
27908	馬単	['12', '3']	11870
27909	三連複	['3', '12', '13']	27560
27910	三連単	['12', '3', '13']	95890
27911	単勝	['10']	930
27912	複勝	['10']	280
27912	複勝	['11']	190
27912	複勝	['9']	310
27914	馬連	['10', '11']	3360
27915	ワイド	['10', '11']	1170
27915	ワイド	['9', '10']	1770
27915	ワイド	['9', '11']	1140
27916	馬単	['10', '11']	5670
27917	三連複	['9', '10', '11']	10660
27918	三連単	['10', '11', '9']	61920
27919	単勝	['1']	6390
27920	複勝	['1']	1250
27920	複勝	['7']	170
27920	複勝	['4']	1800
27922	馬連	['1', '7']	9850
27923	ワイド	['1', '7']	3240
27923	ワイド	['1', '4']	23220
27923	ワイド	['4', '7']	4070
27924	馬単	['1', '7']	24520
27925	三連複	['1', '4', '7']	120320
27926	三連単	['1', '7', '4']	744230
27927	単勝	['12']	510
27928	複勝	['12']	160
27928	複勝	['2']	140
27928	複勝	['6']	130
27930	馬連	['2', '12']	790
27931	ワイド	['2', '12']	330
27931	ワイド	['6', '12']	350
27931	ワイド	['2', '6']	290
27932	馬単	['12', '2']	1690
27933	三連複	['2', '6', '12']	890
27934	三連単	['12', '2', '6']	4540
27935	単勝	['3']	350
27936	複勝	['3']	140
27936	複勝	['7']	190
27936	複勝	['8']	300
27938	馬連	['3', '7']	880
27939	ワイド	['3', '7']	390
27939	ワイド	['3', '8']	540
27939	ワイド	['7', '8']	820
27940	馬単	['3', '7']	2070
27941	三連複	['3', '7', '8']	2300
27942	三連単	['3', '7', '8']	10050
27943	単勝	['4']	400
27944	複勝	['4']	120
27944	複勝	['6']	130
27944	複勝	['5']	110
27946	馬連	['4', '6']	830
27947	ワイド	['4', '6']	300
27947	ワイド	['4', '5']	190
27947	ワイド	['5', '6']	310
27948	馬単	['4', '6']	1790
27949	三連複	['4', '5', '6']	750
27950	三連単	['4', '6', '5']	5690
27951	単勝	['10']	330
27952	複勝	['10']	140
27952	複勝	['2']	320
27952	複勝	['3']	160
27954	馬連	['2', '10']	2280
27955	ワイド	['2', '10']	860
27955	ワイド	['3', '10']	350
27955	ワイド	['2', '3']	880
27956	馬単	['10', '2']	3910
27957	三連複	['2', '3', '10']	3110
27958	三連単	['10', '2', '3']	13750
27959	単勝	['7']	510
27960	複勝	['7']	190
27960	複勝	['11']	780
27960	複勝	['5']	150
27962	馬連	['7', '11']	7430
27963	ワイド	['7', '11']	1250
27963	ワイド	['5', '7']	390
27963	ワイド	['5', '11']	1800
27964	馬単	['7', '11']	11120
27965	三連複	['5', '7', '11']	8210
27966	三連単	['7', '11', '5']	57130
27967	単勝	['8']	720
27968	複勝	['8']	280
27968	複勝	['14']	190
27968	複勝	['1']	350
27970	馬連	['8', '14']	2170
27971	ワイド	['8', '14']	850
27971	ワイド	['1', '8']	1390
27971	ワイド	['1', '14']	1170
27972	馬単	['8', '14']	4690
27973	三連複	['1', '8', '14']	9140
27974	三連単	['8', '14', '1']	44500
27975	単勝	['9']	10560
27976	複勝	['9']	1350
27976	複勝	['5']	330
27976	複勝	['8']	130
27978	馬連	['5', '9']	45970
27979	ワイド	['5', '9']	9630
27979	ワイド	['8', '9']	3360
27979	ワイド	['5', '8']	590
27980	馬単	['9', '5']	124910
27981	三連複	['5', '8', '9']	30370
27982	三連単	['9', '5', '8']	377610
27983	単勝	['11']	670
27984	複勝	['11']	220
27984	複勝	['2']	320
27984	複勝	['1']	380
27986	馬連	['2', '11']	5190
27987	ワイド	['2', '11']	1680
27987	ワイド	['1', '11']	1490
27987	ワイド	['1', '2']	1720
27988	馬単	['11', '2']	9920
27989	三連複	['1', '2', '11']	12590
27990	三連単	['11', '2', '1']	69510
27991	単勝	['6']	170
27992	複勝	['6']	110
27992	複勝	['11']	570
27992	複勝	['3']	950
27994	馬連	['6', '11']	2220
27995	ワイド	['6', '11']	870
27995	ワイド	['3', '6']	1560
27995	ワイド	['3', '11']	7240
27996	馬単	['6', '11']	3140
27997	三連複	['3', '6', '11']	22840
27998	三連単	['6', '11', '3']	53810
27999	単勝	['3']	180
28000	複勝	['3']	110
28000	複勝	['15']	400
28000	複勝	['10']	570
28002	馬連	['3', '15']	2030
28003	ワイド	['3', '15']	940
28003	ワイド	['3', '10']	1180
28003	ワイド	['10', '15']	5890
28004	馬単	['3', '15']	2430
28005	三連複	['3', '10', '15']	14150
28006	三連単	['3', '15', '10']	37690
28007	単勝	['4']	130
28008	複勝	['4']	100
28008	複勝	['3']	380
28008	複勝	['8']	170
28010	馬連	['3', '4']	1660
28011	ワイド	['3', '4']	740
28011	ワイド	['4', '8']	230
28011	ワイド	['3', '8']	2050
28012	馬単	['4', '3']	1850
28013	三連複	['3', '4', '8']	3920
28014	三連単	['4', '3', '8']	8400
28015	単勝	['12']	1010
28016	複勝	['12']	340
28016	複勝	['11']	190
28016	複勝	['10']	650
28018	馬連	['11', '12']	2310
28019	ワイド	['11', '12']	1070
28019	ワイド	['10', '12']	3830
28019	ワイド	['10', '11']	2160
28020	馬単	['12', '11']	5320
28021	三連複	['10', '11', '12']	21510
28022	三連単	['12', '11', '10']	95660
28023	単勝	['1']	180
28024	複勝	['1']	110
28024	複勝	['10']	160
28024	複勝	['14']	150
28026	馬連	['1', '10']	760
28027	ワイド	['1', '10']	310
28027	ワイド	['1', '14']	260
28027	ワイド	['10', '14']	580
28028	馬単	['1', '10']	870
28029	三連複	['1', '10', '14']	1530
28030	三連単	['1', '10', '14']	4020
28031	単勝	['1']	150
28032	複勝	['1']	110
28032	複勝	['3']	340
28032	複勝	['2']	250
28034	馬連	['1', '3']	1300
28035	ワイド	['1', '3']	510
28035	ワイド	['1', '2']	380
28035	ワイド	['2', '3']	1260
28036	馬単	['1', '3']	1380
28037	三連複	['1', '2', '3']	2510
28038	三連単	['1', '3', '2']	6480
28039	単勝	['14']	490
28040	複勝	['14']	180
28040	複勝	['15']	160
28040	複勝	['7']	780
28042	馬連	['14', '15']	920
28043	ワイド	['14', '15']	380
28043	ワイド	['7', '14']	1970
28043	ワイド	['7', '15']	2840
28044	馬単	['14', '15']	2050
28045	三連複	['7', '14', '15']	10030
28046	三連単	['14', '15', '7']	46630
28047	単勝	['3']	250
28048	複勝	['3']	140
28048	複勝	['7']	400
28048	複勝	['6']	590
28050	馬連	['3', '7']	2100
28051	ワイド	['3', '7']	880
28051	ワイド	['3', '6']	1440
28051	ワイド	['6', '7']	6330
28052	馬単	['3', '7']	3280
28053	三連複	['3', '6', '7']	19740
28054	三連単	['3', '7', '6']	59310
28055	単勝	['13']	670
28056	複勝	['13']	130
28056	複勝	['8']	110
28056	複勝	['2']	110
28058	馬連	['8', '13']	700
28059	ワイド	['8', '13']	250
28059	ワイド	['2', '13']	270
28059	ワイド	['2', '8']	140
28060	馬単	['13', '8']	1950
28061	三連複	['2', '8', '13']	450
28062	三連単	['13', '8', '2']	4700
28063	単勝	['15']	2050
28064	複勝	['15']	740
28064	複勝	['6']	290
28064	複勝	['10']	1160
28066	馬連	['6', '15']	7190
28067	ワイド	['6', '15']	2440
28067	ワイド	['10', '15']	10990
28067	ワイド	['6', '10']	3760
28068	馬単	['15', '6']	15710
28069	三連複	['6', '10', '15']	74910
28070	三連単	['15', '6', '10']	366520
28071	単勝	['1']	1060
28072	複勝	['1']	340
28072	複勝	['2']	180
28073	馬連	['1', '2']	1010
28074	ワイド	['1', '2']	280
28074	ワイド	['1', '6']	280
28074	ワイド	['2', '6']	190
28075	馬単	['1', '2']	2900
28076	三連複	['1', '2', '6']	600
28077	三連単	['1', '2', '6']	7290
28078	単勝	['7']	170
28079	複勝	['7']	110
28079	複勝	['1']	160
28079	複勝	['9']	160
28081	馬連	['1', '7']	580
28082	ワイド	['1', '7']	240
28082	ワイド	['7', '9']	280
28082	ワイド	['1', '9']	620
28083	馬単	['7', '1']	760
28084	三連複	['1', '7', '9']	1100
28085	三連単	['7', '1', '9']	3110
28086	単勝	['1']	280
28087	複勝	['1']	150
28087	複勝	['3']	1560
28087	複勝	['7']	180
28089	馬連	['1', '3']	11110
28090	ワイド	['1', '3']	3760
28090	ワイド	['1', '7']	360
28090	ワイド	['3', '7']	5990
28091	馬単	['1', '3']	13430
28092	三連複	['1', '3', '7']	16920
28093	三連単	['1', '3', '7']	85800
28094	単勝	['6']	1350
28095	複勝	['6']	390
28095	複勝	['2']	980
28095	複勝	['5']	1110
28097	馬連	['2', '6']	28990
28098	ワイド	['2', '6']	5730
28098	ワイド	['5', '6']	4140
28098	ワイド	['2', '5']	9500
28099	馬単	['6', '2']	51550
28100	三連複	['2', '5', '6']	148780
28101	三連単	['6', '2', '5']	752000
28102	単勝	['15']	860
28103	複勝	['15']	250
28103	複勝	['11']	850
28103	複勝	['4']	190
28105	馬連	['11', '15']	10720
28106	ワイド	['11', '15']	2740
28106	ワイド	['4', '15']	740
28106	ワイド	['4', '11']	2250
28107	馬単	['15', '11']	17700
28108	三連複	['4', '11', '15']	12910
28109	三連単	['15', '11', '4']	116810
28110	単勝	['6']	530
28111	複勝	['6']	160
28111	複勝	['2']	110
28111	複勝	['1']	150
28113	馬連	['2', '6']	620
28114	ワイド	['2', '6']	240
28114	ワイド	['1', '6']	410
28114	ワイド	['1', '2']	270
28115	馬単	['6', '2']	1440
28116	三連複	['1', '2', '6']	820
28117	三連単	['6', '2', '1']	5360
28118	単勝	['9']	160
28119	複勝	['9']	110
28119	複勝	['11']	120
28119	複勝	['2']	250
28121	馬連	['9', '11']	190
28122	ワイド	['9', '11']	140
28122	ワイド	['2', '9']	440
28122	ワイド	['2', '11']	660
28123	馬単	['9', '11']	270
28124	三連複	['2', '9', '11']	910
28125	三連単	['9', '11', '2']	2070
28126	単勝	['8']	380
28127	複勝	['8']	180
28127	複勝	['14']	640
28127	複勝	['12']	290
28129	馬連	['8', '14']	6250
28130	ワイド	['8', '14']	1760
28130	ワイド	['8', '12']	820
28130	ワイド	['12', '14']	4740
28131	馬単	['8', '14']	9880
28132	三連複	['8', '12', '14']	21750
28133	三連単	['8', '14', '12']	99300
28134	単勝	['3']	1230
28135	複勝	['3']	190
28135	複勝	['5']	110
28135	複勝	['4']	150
28137	馬連	['3', '5']	770
28138	ワイド	['3', '5']	310
28138	ワイド	['3', '4']	640
28138	ワイド	['4', '5']	210
28139	馬単	['3', '5']	2420
28140	三連複	['3', '4', '5']	1110
28141	三連単	['3', '5', '4']	10260
28142	単勝	['2']	380
28143	複勝	['2']	150
28143	複勝	['7']	190
28143	複勝	['12']	190
28145	馬連	['2', '7']	1460
28146	ワイド	['2', '7']	510
28146	ワイド	['2', '12']	570
28146	ワイド	['7', '12']	490
28147	馬単	['2', '7']	2450
28148	三連複	['2', '7', '12']	2230
28149	三連単	['2', '7', '12']	12220
28150	単勝	['5']	630
28151	複勝	['5']	200
28151	複勝	['10']	160
28151	複勝	['1']	420
28153	馬連	['5', '10']	1410
28154	ワイド	['5', '10']	560
28154	ワイド	['1', '5']	1460
28154	ワイド	['1', '10']	1370
28155	馬単	['5', '10']	3170
28156	三連複	['1', '5', '10']	7490
28157	三連単	['5', '10', '1']	36440
28158	単勝	['4']	160
28159	複勝	['4']	110
28159	複勝	['6']	180
28160	馬連	['4', '6']	450
28161	ワイド	['4', '6']	130
28161	ワイド	['2', '4']	130
28161	ワイド	['2', '6']	310
28162	馬単	['4', '6']	580
28163	三連複	['2', '4', '6']	350
28164	三連単	['4', '6', '2']	1430
28165	単勝	['13']	360
28166	複勝	['13']	170
28166	複勝	['5']	280
28166	複勝	['8']	240
28168	馬連	['5', '13']	2090
28169	ワイド	['5', '13']	780
28169	ワイド	['8', '13']	640
28169	ワイド	['5', '8']	1030
28170	馬単	['13', '5']	3840
28171	三連複	['5', '8', '13']	3620
28172	三連単	['13', '5', '8']	19710
28173	単勝	['7']	390
28174	複勝	['7']	140
28174	複勝	['8']	110
28174	複勝	['5']	160
28176	馬連	['7', '8']	390
28177	ワイド	['7', '8']	160
28177	ワイド	['5', '7']	470
28177	ワイド	['5', '8']	230
28178	馬単	['7', '8']	810
28179	三連複	['5', '7', '8']	740
28180	三連単	['7', '8', '5']	2710
28181	単勝	['4']	540
28182	複勝	['4']	230
28182	複勝	['11']	500
28182	複勝	['12']	420
28184	馬連	['4', '11']	4230
28185	ワイド	['4', '11']	1680
28185	ワイド	['4', '12']	1150
28185	ワイド	['11', '12']	4000
28186	馬単	['4', '11']	8020
28187	三連複	['4', '11', '12']	19170
28188	三連単	['4', '11', '12']	78050
28189	単勝	['8']	1370
28190	複勝	['8']	360
28190	複勝	['15']	210
28190	複勝	['7']	270
28192	馬連	['8', '15']	3860
28193	ワイド	['8', '15']	1300
28193	ワイド	['7', '8']	1400
28193	ワイド	['7', '15']	1060
28194	馬単	['8', '15']	8320
28195	三連複	['7', '8', '15']	12470
28196	三連単	['8', '15', '7']	61680
28197	単勝	['5']	450
28198	複勝	['5']	140
28198	複勝	['3']	110
28198	複勝	['13']	160
28200	馬連	['3', '5']	580
28201	ワイド	['3', '5']	250
28201	ワイド	['5', '13']	490
28201	ワイド	['3', '13']	380
28202	馬単	['5', '3']	1390
28203	三連複	['3', '5', '13']	1200
28204	三連単	['5', '3', '13']	7170
28205	単勝	['1']	290
28206	複勝	['1']	160
28206	複勝	['9']	2720
28206	複勝	['4']	210
28208	馬連	['1', '9']	33470
28209	ワイド	['1', '9']	9730
28209	ワイド	['1', '4']	470
28209	ワイド	['4', '9']	9190
28210	馬単	['1', '9']	40310
28211	三連複	['1', '4', '9']	55040
28212	三連単	['1', '9', '4']	345890
28213	単勝	['11']	300
28214	複勝	['11']	160
28214	複勝	['2']	260
28214	複勝	['13']	290
28216	馬連	['2', '11']	1380
28217	ワイド	['2', '11']	570
28217	ワイド	['11', '13']	690
28217	ワイド	['2', '13']	2030
28218	馬単	['11', '2']	2230
28219	三連複	['2', '11', '13']	6210
28220	三連単	['11', '2', '13']	22330
28221	単勝	['7']	200
28222	複勝	['7']	110
28222	複勝	['10']	3470
28222	複勝	['12']	4400
28224	馬連	['7', '10']	18530
28225	ワイド	['7', '10']	5790
28225	ワイド	['7', '12']	8790
28225	ワイド	['10', '12']	88770
28226	馬単	['7', '10']	25420
28227	三連複	['7', '10', '12']	544890
28228	三連単	['7', '10', '12']	1504450
28229	単勝	['14']	330
28230	複勝	['14']	160
28230	複勝	['8']	1020
28230	複勝	['12']	220
28232	馬連	['8', '14']	13700
28233	ワイド	['8', '14']	3000
28233	ワイド	['12', '14']	520
28233	ワイド	['8', '12']	3800
28234	馬単	['14', '8']	17710
28235	三連複	['8', '12', '14']	19250
28236	三連単	['14', '8', '12']	121970
28237	単勝	['3']	1380
28238	複勝	['3']	310
28238	複勝	['13']	150
28238	複勝	['9']	180
28240	馬連	['3', '13']	1700
28241	ワイド	['3', '13']	540
28241	ワイド	['3', '9']	810
28241	ワイド	['9', '13']	350
28242	馬単	['3', '13']	4600
28243	三連複	['3', '9', '13']	2310
28244	三連単	['3', '13', '9']	21620
28245	単勝	['3']	190
28246	複勝	['3']	110
28246	複勝	['10']	110
28246	複勝	['8']	140
28248	馬連	['3', '10']	290
28249	ワイド	['3', '10']	140
28249	ワイド	['3', '8']	230
28249	ワイド	['8', '10']	260
28250	馬単	['3', '10']	430
28251	三連複	['3', '8', '10']	480
28252	三連単	['3', '10', '8']	1330
28253	単勝	['4']	290
28254	複勝	['4']	120
28254	複勝	['7']	180
28254	複勝	['3']	110
28256	馬連	['4', '7']	910
28257	ワイド	['4', '7']	310
28257	ワイド	['3', '4']	170
28257	ワイド	['3', '7']	290
28258	馬単	['4', '7']	1510
28259	三連複	['3', '4', '7']	440
28260	三連単	['4', '7', '3']	3730
28261	単勝	['1']	810
28262	複勝	['1']	270
28262	複勝	['11']	170
28262	複勝	['3']	330
28264	馬連	['1', '11']	1510
28265	ワイド	['1', '11']	570
28265	ワイド	['1', '3']	1220
28265	ワイド	['3', '11']	890
28266	馬単	['1', '11']	3320
28267	三連複	['1', '3', '11']	5220
28268	三連単	['1', '11', '3']	24540
28269	単勝	['4']	140
28270	複勝	['4']	110
28270	複勝	['7']	130
28270	複勝	['14']	870
28272	馬連	['4', '7']	270
28273	ワイド	['4', '7']	170
28273	ワイド	['4', '14']	1750
28273	ワイド	['7', '14']	3540
28274	馬単	['4', '7']	380
28275	三連複	['4', '7', '14']	5550
28276	三連単	['4', '7', '14']	11910
28277	単勝	['10']	220
28278	複勝	['10']	150
28278	複勝	['7']	280
28278	複勝	['1']	470
28280	馬連	['7', '10']	1220
28281	ワイド	['7', '10']	550
28281	ワイド	['1', '10']	1480
28281	ワイド	['1', '7']	3290
28282	馬単	['10', '7']	1820
28283	三連複	['1', '7', '10']	11630
28284	三連単	['10', '7', '1']	24270
28285	単勝	['9']	750
28286	複勝	['9']	200
28286	複勝	['1']	190
28286	複勝	['12']	260
28288	馬連	['1', '9']	1610
28289	ワイド	['1', '9']	610
28289	ワイド	['9', '12']	1060
28289	ワイド	['1', '12']	1000
28290	馬単	['9', '1']	3760
28291	三連複	['1', '9', '12']	7320
28292	三連単	['9', '1', '12']	41830
28293	単勝	['1']	500
28294	複勝	['1']	200
28294	複勝	['10']	900
28294	複勝	['9']	230
28296	馬連	['1', '10']	13040
28297	ワイド	['1', '10']	3590
28297	ワイド	['1', '9']	690
28297	ワイド	['9', '10']	4070
28298	馬単	['1', '10']	16020
28299	三連複	['1', '9', '10']	25490
28300	三連単	['1', '10', '9']	160460
28301	単勝	['16']	410
28302	複勝	['16']	160
28302	複勝	['4']	200
28302	複勝	['10']	1290
28304	馬連	['4', '16']	1200
28305	ワイド	['4', '16']	530
28305	ワイド	['10', '16']	4430
28305	ワイド	['4', '10']	4690
28306	馬単	['16', '4']	2310
28307	三連複	['4', '10', '16']	25590
28308	三連単	['16', '4', '10']	103770
28309	単勝	['4']	780
28310	複勝	['4']	170
28310	複勝	['11']	140
28310	複勝	['7']	110
28312	馬連	['4', '11']	1960
28313	ワイド	['4', '11']	530
28313	ワイド	['4', '7']	270
28313	ワイド	['7', '11']	230
28314	馬単	['4', '11']	4800
28315	三連複	['4', '7', '11']	990
28316	三連単	['4', '11', '7']	10320
28317	単勝	['7']	320
28318	複勝	['7']	120
28318	複勝	['8']	110
28318	複勝	['10']	160
28320	馬連	['7', '8']	260
28321	ワイド	['7', '8']	160
28321	ワイド	['7', '10']	380
28321	ワイド	['8', '10']	260
28322	馬単	['7', '8']	590
28323	三連複	['7', '8', '10']	530
28324	三連単	['7', '8', '10']	2320
28325	単勝	['11']	300
28326	複勝	['11']	160
28326	複勝	['12']	410
28326	複勝	['10']	180
28328	馬連	['11', '12']	5240
28329	ワイド	['11', '12']	1570
28329	ワイド	['10', '11']	530
28329	ワイド	['10', '12']	1730
28330	馬単	['11', '12']	8830
28331	三連複	['10', '11', '12']	9210
28332	三連単	['11', '12', '10']	48480
28333	単勝	['2']	520
28334	複勝	['2']	170
28334	複勝	['3']	150
28335	馬連	['2', '3']	600
28336	ワイド	['2', '3']	230
28336	ワイド	['2', '5']	520
28336	ワイド	['3', '5']	380
28337	馬単	['2', '3']	1540
28338	三連複	['2', '3', '5']	1490
28339	三連単	['2', '3', '5']	7550
28340	単勝	['6']	240
28341	複勝	['6']	130
28341	複勝	['3']	420
28341	複勝	['7']	180
28343	馬連	['3', '6']	5610
28344	ワイド	['3', '6']	1340
28344	ワイド	['6', '7']	300
28344	ワイド	['3', '7']	2400
28345	馬単	['6', '3']	7210
28346	三連複	['3', '6', '7']	6890
28347	三連単	['6', '3', '7']	43420
28348	単勝	['3']	420
28349	複勝	['3']	190
28349	複勝	['8']	160
28349	複勝	['1']	460
28351	馬連	['3', '8']	950
28352	ワイド	['3', '8']	450
28352	ワイド	['1', '3']	1440
28352	ワイド	['1', '8']	1310
28353	馬単	['3', '8']	1720
28354	三連複	['1', '3', '8']	5720
28355	三連単	['3', '8', '1']	21060
28356	単勝	['2']	130
28357	複勝	['2']	100
28357	複勝	['10']	140
28357	複勝	['7']	120
28359	馬連	['2', '10']	300
28360	ワイド	['2', '10']	190
28360	ワイド	['2', '7']	170
28360	ワイド	['7', '10']	420
28361	馬単	['2', '10']	380
28362	三連複	['2', '7', '10']	440
28363	三連単	['2', '10', '7']	1150
28364	単勝	['4']	320
28365	複勝	['4']	100
28365	複勝	['1']	170
28365	複勝	['6']	100
28367	馬連	['1', '4']	2150
28368	ワイド	['1', '4']	300
28368	ワイド	['4', '6']	110
28368	ワイド	['1', '6']	270
28369	馬単	['4', '1']	3170
28370	三連複	['1', '4', '6']	370
28371	三連単	['4', '1', '6']	5000
28372	単勝	['8']	410
28373	複勝	['8']	160
28373	複勝	['7']	140
28373	複勝	['14']	360
28375	馬連	['7', '8']	850
28376	ワイド	['7', '8']	380
28376	ワイド	['8', '14']	880
28376	ワイド	['7', '14']	1030
28377	馬単	['8', '7']	1740
28378	三連複	['7', '8', '14']	4390
28379	三連単	['8', '7', '14']	18450
28380	単勝	['5']	400
28381	複勝	['5']	130
28381	複勝	['10']	120
28381	複勝	['2']	150
28383	馬連	['5', '10']	530
28384	ワイド	['5', '10']	210
28384	ワイド	['2', '5']	340
28384	ワイド	['2', '10']	250
28385	馬単	['5', '10']	1320
28386	三連複	['2', '5', '10']	770
28387	三連単	['5', '10', '2']	5150
28388	単勝	['3']	230
28389	複勝	['3']	110
28389	複勝	['4']	120
28389	複勝	['12']	110
28391	馬連	['3', '4']	360
28392	ワイド	['3', '4']	170
28392	ワイド	['3', '12']	180
28392	ワイド	['4', '12']	200
28393	馬単	['3', '4']	570
28394	三連複	['3', '4', '12']	350
28395	三連単	['3', '4', '12']	1270
28396	単勝	['1']	680
28397	複勝	['1']	180
28397	複勝	['2']	130
28397	複勝	['3']	120
28399	馬連	['1', '2']	1290
28400	ワイド	['1', '2']	510
28400	ワイド	['1', '3']	580
28400	ワイド	['2', '3']	230
28401	馬単	['1', '2']	2530
28402	三連複	['1', '2', '3']	1070
28403	三連単	['1', '2', '3']	5570
28404	単勝	['4']	260
28405	複勝	['4']	150
28405	複勝	['5']	220
28405	複勝	['14']	260
28407	馬連	['4', '5']	950
28408	ワイド	['4', '5']	460
28408	ワイド	['4', '14']	800
28408	ワイド	['5', '14']	1730
28409	馬単	['4', '5']	1410
28410	三連複	['4', '5', '14']	5020
28411	三連単	['4', '5', '14']	14450
28412	単勝	['14']	180
28413	複勝	['14']	120
28413	複勝	['4']	330
28413	複勝	['5']	270
28415	馬連	['4', '14']	1650
28416	ワイド	['4', '14']	640
28416	ワイド	['5', '14']	470
28416	ワイド	['4', '5']	2420
28417	馬単	['14', '4']	2540
28418	三連複	['4', '5', '14']	5530
28419	三連単	['14', '4', '5']	18410
28420	単勝	['5']	260
28421	複勝	['5']	130
28421	複勝	['7']	130
28421	複勝	['2']	1990
28423	馬連	['5', '7']	310
28424	ワイド	['5', '7']	190
28424	ワイド	['2', '5']	5290
28424	ワイド	['2', '7']	6840
28425	馬単	['5', '7']	570
28426	三連複	['2', '5', '7']	12660
28427	三連単	['5', '7', '2']	39540
28428	単勝	['17']	820
28429	複勝	['17']	300
28429	複勝	['12']	650
28429	複勝	['10']	1240
28431	馬連	['12', '17']	10630
28432	ワイド	['12', '17']	3240
28432	ワイド	['10', '17']	4980
28432	ワイド	['10', '12']	9960
28433	馬単	['17', '12']	19440
28434	三連複	['10', '12', '17']	94610
28435	三連単	['17', '12', '10']	537060
28436	単勝	['13']	230
28437	複勝	['13']	130
28437	複勝	['12']	150
28437	複勝	['10']	170
28439	馬連	['12', '13']	720
28440	ワイド	['12', '13']	300
28440	ワイド	['10', '13']	310
28440	ワイド	['10', '12']	550
28441	馬単	['13', '12']	1010
28442	三連複	['10', '12', '13']	1690
28443	三連単	['13', '12', '10']	4890
28444	単勝	['10']	460
28445	複勝	['10']	170
28445	複勝	['11']	160
28445	複勝	['9']	350
28447	馬連	['10', '11']	790
28448	ワイド	['10', '11']	370
28448	ワイド	['9', '10']	1020
28448	ワイド	['9', '11']	930
28449	馬単	['10', '11']	1540
28450	三連複	['9', '10', '11']	3390
28451	三連単	['10', '11', '9']	13740
28452	単勝	['14']	690
28453	複勝	['14']	270
28453	複勝	['3']	250
28453	複勝	['10']	290
28455	馬連	['3', '14']	2950
28456	ワイド	['3', '14']	1190
28456	ワイド	['10', '14']	1580
28456	ワイド	['3', '10']	1530
28457	馬単	['14', '3']	5540
28458	三連複	['3', '10', '14']	11310
28459	三連単	['14', '3', '10']	58330
28460	単勝	['14']	130
28461	複勝	['14']	110
28461	複勝	['7']	330
28461	複勝	['4']	1010
28463	馬連	['7', '14']	870
28464	ワイド	['7', '14']	460
28464	ワイド	['4', '14']	1500
28464	ワイド	['4', '7']	8820
28465	馬単	['14', '7']	1030
28466	三連複	['4', '7', '14']	12170
28467	三連単	['14', '7', '4']	29660
28468	単勝	['6']	130
28469	複勝	['6']	110
28469	複勝	['14']	160
28469	複勝	['3']	350
28471	馬連	['6', '14']	300
28472	ワイド	['6', '14']	180
28472	ワイド	['3', '6']	510
28472	ワイド	['3', '14']	1170
28473	馬単	['6', '14']	360
28474	三連複	['3', '6', '14']	1810
28475	三連単	['6', '14', '3']	3250
28476	単勝	['6']	250
28477	複勝	['6']	130
28477	複勝	['7']	140
28477	複勝	['5']	130
28479	馬連	['6', '7']	740
28480	ワイド	['6', '7']	240
28480	ワイド	['5', '6']	220
28480	ワイド	['5', '7']	270
28481	馬単	['6', '7']	1180
28482	三連複	['5', '6', '7']	560
28483	三連単	['6', '7', '5']	3770
28484	単勝	['12']	210
28485	複勝	['12']	110
28485	複勝	['5']	290
28485	複勝	['8']	120
28487	馬連	['5', '12']	1690
28488	ワイド	['5', '12']	540
28488	ワイド	['8', '12']	190
28488	ワイド	['5', '8']	610
28489	馬単	['12', '5']	2400
28490	三連複	['5', '8', '12']	1130
28491	三連単	['12', '5', '8']	5820
28492	単勝	['14']	280
28493	複勝	['14']	140
28493	複勝	['5']	250
28493	複勝	['6']	490
28495	馬連	['5', '14']	1070
28496	ワイド	['5', '14']	400
28496	ワイド	['6', '14']	1290
28496	ワイド	['5', '6']	2470
28497	馬単	['14', '5']	1450
28498	三連複	['5', '6', '14']	7750
28499	三連単	['14', '5', '6']	23960
28500	単勝	['10']	380
28501	複勝	['10']	150
28501	複勝	['2']	140
28501	複勝	['16']	110
28503	馬連	['2', '10']	860
28504	ワイド	['2', '10']	320
28504	ワイド	['10', '16']	300
28504	ワイド	['2', '16']	240
