index	bet_type	win_umaban	return
9259	馬単	['15', '14']	6240
9260	三連複	['5', '14', '15']	3990
9261	三連単	['15', '14', '5']	21560
9262	単勝	['7']	130
9263	複勝	['7']	110
9263	複勝	['3']	160
9263	複勝	['6']	330
9265	馬連	['3', '7']	330
9266	ワイド	['3', '7']	210
9266	ワイド	['6', '7']	520
9266	ワイド	['3', '6']	1310
9267	馬単	['7', '3']	400
9268	三連複	['3', '6', '7']	1990
9269	三連単	['7', '3', '6']	5410
9270	単勝	['6']	360
9271	複勝	['6']	110
9271	複勝	['10']	140
9271	複勝	['9']	110
9273	馬連	['6', '10']	840
9274	ワイド	['6', '10']	290
9274	ワイド	['6', '9']	250
9274	ワイド	['9', '10']	350
9275	馬単	['6', '10']	1520
9276	三連複	['6', '9', '10']	820
9277	三連単	['6', '10', '9']	5010
9278	単勝	['7']	320
9279	複勝	['7']	170
9279	複勝	['11']	350
9279	複勝	['4']	190
9281	馬連	['7', '11']	2990
9282	ワイド	['7', '11']	1030
9282	ワイド	['4', '7']	450
9282	ワイド	['4', '11']	1570
9283	馬単	['7', '11']	4650
9284	三連複	['4', '7', '11']	5230
9285	三連単	['7', '11', '4']	23290
9286	単勝	['10']	6340
9287	複勝	['10']	880
9287	複勝	['14']	430
9287	複勝	['4']	170
9289	馬連	['10', '14']	19950
9290	ワイド	['10', '14']	4850
9290	ワイド	['4', '10']	1740
9290	ワイド	['4', '14']	790
9291	馬単	['10', '14']	45190
9292	三連複	['4', '10', '14']	22280
9293	三連単	['10', '14', '4']	244140
9294	単勝	['6']	2860
9295	複勝	['6']	700
9295	複勝	['2']	140
9295	複勝	['5']	210
9297	馬連	['2', '6']	4440
9298	ワイド	['2', '6']	1590
9298	ワイド	['5', '6']	3100
9298	ワイド	['2', '5']	500
9299	馬単	['6', '2']	10600
9300	三連複	['2', '5', '6']	9900
9301	三連単	['6', '2', '5']	78890
9302	単勝	['5']	220
9303	複勝	['5']	110
9303	複勝	['15']	120
9303	複勝	['16']	130
9305	馬連	['5', '15']	610
9306	ワイド	['5', '15']	210
9306	ワイド	['5', '16']	190
9306	ワイド	['15', '16']	280
9307	馬単	['5', '15']	880
9308	三連複	['5', '15', '16']	440
9309	三連単	['5', '15', '16']	2170
9310	単勝	['12']	410
9311	複勝	['12']	140
9311	複勝	['15']	190
9311	複勝	['3']	180
9313	馬連	['12', '15']	1240
9314	ワイド	['12', '15']	520
9314	ワイド	['3', '12']	500
9314	ワイド	['3', '15']	1070
9315	馬単	['12', '15']	2470
9316	三連複	['3', '12', '15']	2860
9317	三連単	['12', '15', '3']	11760
9318	単勝	['11']	840
9319	複勝	['11']	420
9319	複勝	['7']	410
9319	複勝	['4']	1530
9321	馬連	['7', '11']	5330
9322	ワイド	['7', '11']	1920
9322	ワイド	['4', '11']	8790
9322	ワイド	['4', '7']	8030
9323	馬単	['11', '7']	9230
9324	三連複	['4', '7', '11']	112050
9325	三連単	['11', '7', '4']	408920
9326	単勝	['6']	510
9327	複勝	['6']	200
9327	複勝	['2']	190
9327	複勝	['3']	260
9329	馬連	['2', '6']	1620
9330	ワイド	['2', '6']	630
9330	ワイド	['3', '6']	810
9330	ワイド	['2', '3']	1140
9331	馬単	['6', '2']	3370
9332	三連複	['2', '3', '6']	5800
9333	三連単	['6', '2', '3']	31240
9334	単勝	['11']	1440
9335	複勝	['11']	310
9335	複勝	['2']	170
9335	複勝	['9']	160
9337	馬連	['2', '11']	3330
9338	ワイド	['2', '11']	1120
9338	ワイド	['9', '11']	690
9338	ワイド	['2', '9']	440
9339	馬単	['11', '2']	8000
9340	三連複	['2', '9', '11']	3650
9341	三連単	['11', '2', '9']	31650
9342	単勝	['4']	2260
9343	複勝	['4']	580
9343	複勝	['1']	220
9343	複勝	['2']	190
9345	馬連	['1', '4']	6680
9346	ワイド	['1', '4']	1700
9346	ワイド	['2', '4']	820
9346	ワイド	['1', '2']	570
9347	馬単	['4', '1']	15570
9348	三連複	['1', '2', '4']	6880
9349	三連単	['4', '1', '2']	60770
9350	単勝	['12']	1060
9351	複勝	['12']	270
9351	複勝	['13']	130
9351	複勝	['4']	230
9353	馬連	['12', '13']	1110
9354	ワイド	['12', '13']	530
9354	ワイド	['4', '12']	1250
9354	ワイド	['4', '13']	450
9355	馬単	['12', '13']	3160
9356	三連複	['4', '12', '13']	3010
9357	三連単	['12', '13', '4']	18200
9358	単勝	['6']	350
9359	複勝	['6']	150
9359	複勝	['9']	120
9359	複勝	['12']	950
9361	馬連	['6', '9']	460
9362	ワイド	['6', '9']	250
9362	ワイド	['6', '12']	2400
9362	ワイド	['9', '12']	2280
9363	馬単	['6', '9']	1100
9364	三連複	['6', '9', '12']	7850
9365	三連単	['6', '9', '12']	33160
9366	単勝	['9']	240
9367	複勝	['9']	130
9367	複勝	['3']	230
9367	複勝	['8']	310
9369	馬連	['3', '9']	1320
9370	ワイド	['3', '9']	580
9370	ワイド	['8', '9']	640
9370	ワイド	['3', '8']	1800
9371	馬単	['9', '3']	2130
9372	三連複	['3', '8', '9']	4490
9373	三連単	['9', '3', '8']	16710
9374	単勝	['1']	380
9375	複勝	['1']	140
9375	複勝	['5']	120
9375	複勝	['6']	160
9377	馬連	['1', '5']	500
9378	ワイド	['1', '5']	240
9378	ワイド	['1', '6']	480
9378	ワイド	['5', '6']	290
9379	馬単	['1', '5']	1050
9380	三連複	['1', '5', '6']	1000
9381	三連単	['1', '5', '6']	4100
9382	単勝	['8']	420
9383	複勝	['8']	150
9383	複勝	['13']	220
9383	複勝	['5']	140
9385	馬連	['8', '13']	1780
9386	ワイド	['8', '13']	640
9386	ワイド	['5', '8']	370
9386	ワイド	['5', '13']	830
9387	馬単	['8', '13']	3230
9388	三連複	['5', '8', '13']	2290
9389	三連単	['8', '13', '5']	14930
9390	単勝	['1']	4410
9391	複勝	['1']	990
9391	複勝	['4']	330
9391	複勝	['5']	200
9393	馬連	['1', '4']	20580
9394	ワイド	['1', '4']	4520
9394	ワイド	['1', '5']	3610
9394	ワイド	['4', '5']	920
9395	馬単	['1', '4']	46900
9396	三連複	['1', '4', '5']	23580
9397	三連単	['1', '4', '5']	224880
9398	単勝	['10']	380
9399	複勝	['10']	170
9399	複勝	['14']	300
9399	複勝	['8']	480
9401	馬連	['10', '14']	2650
9402	ワイド	['10', '14']	920
9402	ワイド	['8', '10']	1250
9402	ワイド	['8', '14']	2950
9403	馬単	['10', '14']	4670
9404	三連複	['8', '10', '14']	11370
9405	三連単	['10', '14', '8']	51250
9406	単勝	['16']	200
9407	複勝	['16']	110
9407	複勝	['12']	1200
9407	複勝	['9']	150
9409	馬連	['12', '16']	9270
9410	ワイド	['12', '16']	2250
9410	ワイド	['9', '16']	240
9410	ワイド	['9', '12']	4590
9411	馬単	['16', '12']	11010
9412	三連複	['9', '12', '16']	8930
9413	三連単	['16', '12', '9']	47880
9414	単勝	['5']	230
9415	複勝	['5']	120
9415	複勝	['10']	290
9415	複勝	['14']	140
9417	馬連	['5', '10']	2200
9418	ワイド	['5', '10']	750
9418	ワイド	['5', '14']	230
9418	ワイド	['10', '14']	900
9419	馬単	['5', '10']	2880
9420	三連複	['5', '10', '14']	2230
9421	三連単	['5', '10', '14']	11970
9422	単勝	['8']	300
9423	複勝	['8']	120
9423	複勝	['10']	130
9423	複勝	['9']	180
9425	馬連	['8', '10']	470
9426	ワイド	['8', '10']	220
9426	ワイド	['8', '9']	340
9426	ワイド	['9', '10']	450
9427	馬単	['8', '10']	950
9428	三連複	['8', '9', '10']	930
9429	三連単	['8', '10', '9']	3070
9430	単勝	['2']	820
9431	複勝	['2']	230
9431	複勝	['6']	180
9431	複勝	['7']	190
9433	馬連	['2', '6']	1630
9434	ワイド	['2', '6']	520
9434	ワイド	['2', '7']	780
9434	ワイド	['6', '7']	510
9435	馬単	['2', '6']	3960
9436	三連複	['2', '6', '7']	3570
9437	三連単	['2', '6', '7']	22670
9438	単勝	['16']	410
9439	複勝	['16']	170
9439	複勝	['3']	210
9439	複勝	['6']	340
9441	馬連	['3', '16']	1660
9442	ワイド	['3', '16']	670
9442	ワイド	['6', '16']	860
9442	ワイド	['3', '6']	1180
9443	馬単	['16', '3']	2690
9444	三連複	['3', '6', '16']	5550
9445	三連単	['16', '3', '6']	28160
9446	単勝	['2']	110
9447	複勝	['2']	100
9447	複勝	['1']	120
9447	複勝	['8']	200
9449	馬連	['1', '2']	230
9450	ワイド	['1', '2']	140
9450	ワイド	['2', '8']	320
9450	ワイド	['1', '8']	620
9451	馬単	['2', '1']	230
9452	三連複	['1', '2', '8']	790
9453	三連単	['2', '1', '8']	1240
9454	単勝	['10']	240
9455	複勝	['10']	120
9455	複勝	['2']	160
9455	複勝	['13']	220
9457	馬連	['2', '10']	660
9458	ワイド	['2', '10']	360
9458	ワイド	['10', '13']	400
9458	ワイド	['2', '13']	1110
9459	馬単	['10', '2']	1110
9460	三連複	['2', '10', '13']	2380
9461	三連単	['10', '2', '13']	7820
9462	単勝	['15']	200
9463	複勝	['15']	120
9463	複勝	['11']	250
9463	複勝	['8']	200
9465	馬連	['11', '15']	1110
9466	ワイド	['11', '15']	480
9466	ワイド	['8', '15']	400
9466	ワイド	['8', '11']	1420
9467	馬単	['15', '11']	1840
9468	三連複	['8', '11', '15']	3230
9469	三連単	['15', '11', '8']	13670
9470	単勝	['8']	370
9471	複勝	['8']	190
9471	複勝	['1']	320
9471	複勝	['5']	340
9473	馬連	['1', '8']	1040
9474	ワイド	['1', '8']	400
9474	ワイド	['5', '8']	740
9474	ワイド	['1', '5']	1350
9475	馬単	['8', '1']	2000
9476	三連複	['1', '5', '8']	4030
9477	三連単	['8', '1', '5']	16070
9478	単勝	['14']	300
9479	複勝	['14']	140
9479	複勝	['8']	140
9479	複勝	['3']	140
9481	馬連	['8', '14']	690
9482	ワイド	['8', '14']	330
9482	ワイド	['3', '14']	380
9482	ワイド	['3', '8']	380
9483	馬単	['14', '8']	1330
9484	三連複	['3', '8', '14']	1160
9485	三連単	['14', '8', '3']	4620
9486	単勝	['13']	400
9487	複勝	['13']	140
9487	複勝	['4']	140
9487	複勝	['1']	170
9489	馬連	['4', '13']	790
9490	ワイド	['4', '13']	300
9490	ワイド	['1', '13']	430
9490	ワイド	['1', '4']	410
9491	馬単	['13', '4']	1900
9492	三連複	['1', '4', '13']	1270
9493	三連単	['13', '4', '1']	6510
9494	単勝	['14']	120
9495	複勝	['14']	110
9495	複勝	['3']	510
9495	複勝	['1']	350
9497	馬連	['3', '14']	1850
9498	ワイド	['3', '14']	670
9498	ワイド	['1', '14']	530
9498	ワイド	['1', '3']	3520
9499	馬単	['14', '3']	1970
9500	三連複	['1', '3', '14']	5930
9501	三連単	['14', '3', '1']	15400
9502	単勝	['7']	360
9503	複勝	['7']	120
9503	複勝	['9']	110
9503	複勝	['11']	240
9505	馬連	['7', '9']	300
9506	ワイド	['7', '9']	160
9506	ワイド	['7', '11']	550
9506	ワイド	['9', '11']	390
9507	馬単	['7', '9']	760
9508	三連複	['7', '9', '11']	990
9509	三連単	['7', '9', '11']	4360
9510	単勝	['1']	210
9511	複勝	['1']	110
9511	複勝	['6']	190
9511	複勝	['3']	320
9513	馬連	['1', '6']	760
9514	ワイド	['1', '6']	390
9514	ワイド	['1', '3']	620
9514	ワイド	['3', '6']	1360
9515	馬単	['1', '6']	1570
9516	三連複	['1', '3', '6']	3730
9517	三連単	['1', '6', '3']	10280
9518	単勝	['13']	1170
9519	複勝	['13']	420
9519	複勝	['12']	460
9519	複勝	['8']	180
9521	馬連	['12', '13']	8840
9522	ワイド	['12', '13']	2460
9522	ワイド	['8', '13']	1000
9522	ワイド	['8', '12']	1410
9523	馬単	['13', '12']	15590
9524	三連複	['8', '12', '13']	12870
9525	三連単	['13', '12', '8']	90140
9526	単勝	['3']	530
9527	複勝	['3']	190
9527	複勝	['5']	300
9527	複勝	['4']	240
9529	馬連	['3', '5']	2350
9530	ワイド	['3', '5']	840
9530	ワイド	['3', '4']	600
9530	ワイド	['4', '5']	1050
9531	馬単	['3', '5']	5320
9532	三連複	['3', '4', '5']	3960
9533	三連単	['3', '5', '4']	33950
9534	単勝	['6']	170
9535	複勝	['6']	110
9535	複勝	['5']	160
9535	複勝	['3']	190
9537	馬連	['5', '6']	570
9538	ワイド	['5', '6']	290
9538	ワイド	['3', '6']	410
9538	ワイド	['3', '5']	890
9539	馬単	['6', '5']	800
9540	三連複	['3', '5', '6']	2090
9541	三連単	['6', '5', '3']	5190
9542	単勝	['12']	460
9543	複勝	['12']	170
9543	複勝	['4']	130
9543	複勝	['13']	1770
9545	馬連	['4', '12']	670
9546	ワイド	['4', '12']	320
9546	ワイド	['12', '13']	6110
9546	ワイド	['4', '13']	4930
9547	馬単	['12', '4']	1530
9548	三連複	['4', '12', '13']	24830
9549	三連単	['12', '4', '13']	102990
9550	単勝	['11']	380
9551	複勝	['11']	180
9551	複勝	['14']	290
9551	複勝	['3']	2860
9553	馬連	['11', '14']	1850
9554	ワイド	['11', '14']	730
9554	ワイド	['3', '11']	12870
9554	ワイド	['3', '14']	26450
9555	馬単	['11', '14']	3450
9556	三連複	['3', '11', '14']	124110
9557	三連単	['11', '14', '3']	390490
9558	単勝	['9']	150
9559	複勝	['9']	110
9559	複勝	['6']	520
9559	複勝	['1']	200
9561	馬連	['6', '9']	2330
9562	ワイド	['6', '9']	800
9562	ワイド	['1', '9']	290
9562	ワイド	['1', '6']	1920
9563	馬単	['9', '6']	2820
9564	三連複	['1', '6', '9']	4010
9565	三連単	['9', '6', '1']	13720
9566	単勝	['3']	210
9567	複勝	['3']	130
9567	複勝	['9']	210
9567	複勝	['15']	420
9569	馬連	['3', '9']	860
9570	ワイド	['3', '9']	380
9570	ワイド	['3', '15']	820
9570	ワイド	['9', '15']	1720
9571	馬単	['3', '9']	1210
9572	三連複	['3', '9', '15']	3990
9573	三連単	['3', '9', '15']	10820
9574	単勝	['8']	550
9575	複勝	['8']	160
9575	複勝	['6']	140
9575	複勝	['4']	120
9576	馬連	['6', '8']	1090
9577	ワイド	['6', '8']	400
9577	ワイド	['4', '8']	290
9577	ワイド	['4', '6']	220
9578	馬単	['8', '6']	2000
9579	三連複	['4', '6', '8']	810
9580	三連単	['8', '6', '4']	6260
9581	単勝	['10']	150
9582	複勝	['10']	110
9582	複勝	['4']	160
9582	複勝	['15']	260
9584	馬連	['4', '10']	460
9585	ワイド	['4', '10']	280
9585	ワイド	['10', '15']	490
9585	ワイド	['4', '15']	970
9586	馬単	['10', '4']	680
9587	三連複	['4', '10', '15']	1840
9588	三連単	['10', '4', '15']	4930
9589	単勝	['15']	700
9590	複勝	['15']	250
9590	複勝	['9']	360
9590	複勝	['8']	1190
9592	馬連	['9', '15']	4210
9593	ワイド	['9', '15']	1380
9593	ワイド	['8', '15']	4380
9593	ワイド	['8', '9']	5990
9594	馬単	['15', '9']	7300
9595	三連複	['8', '9', '15']	58980
9596	三連単	['15', '9', '8']	257370
9597	単勝	['1']	680
9598	複勝	['1']	210
9598	複勝	['8']	380
9598	複勝	['14']	200
9600	馬連	['1', '8']	5900
9601	ワイド	['1', '8']	1550
9601	ワイド	['1', '14']	650
9601	ワイド	['8', '14']	1480
9602	馬単	['1', '8']	9670
9603	三連複	['1', '8', '14']	7720
9604	三連単	['1', '8', '14']	62380
9605	単勝	['17']	2820
9606	複勝	['17']	520
9606	複勝	['12']	180
9606	複勝	['9']	260
9608	馬連	['12', '17']	5370
9609	ワイド	['12', '17']	1450
9609	ワイド	['9', '17']	2570
9609	ワイド	['9', '12']	590
9610	馬単	['17', '12']	14760
9611	三連複	['9', '12', '17']	10090
9612	三連単	['17', '12', '9']	102620
9613	単勝	['7']	360
9614	複勝	['7']	170
9614	複勝	['3']	130
9615	馬連	['3', '7']	520
9616	ワイド	['3', '7']	190
9616	ワイド	['6', '7']	260
9616	ワイド	['3', '6']	280
9617	馬単	['7', '3']	1050
9618	三連複	['3', '6', '7']	630
9619	三連単	['7', '3', '6']	3170
9620	単勝	['8']	460
9621	複勝	['8']	170
9621	複勝	['16']	190
9621	複勝	['2']	470
9623	馬連	['8', '16']	1110
9624	ワイド	['8', '16']	450
9624	ワイド	['2', '8']	1150
9624	ワイド	['2', '16']	1760
9625	馬単	['8', '16']	2340
9626	三連複	['2', '8', '16']	6090
9627	三連単	['8', '16', '2']	23660
9628	単勝	['15']	10750
9629	複勝	['15']	940
9629	複勝	['10']	170
9629	複勝	['13']	120
9631	馬連	['10', '15']	17730
9632	ワイド	['10', '15']	3390
9632	ワイド	['13', '15']	1740
9632	ワイド	['10', '13']	290
9633	馬単	['15', '10']	42260
9634	三連複	['10', '13', '15']	8730
9635	三連単	['15', '10', '13']	157740
9636	単勝	['9']	400
9637	複勝	['9']	170
9637	複勝	['3']	200
9637	複勝	['4']	440
9639	馬連	['3', '9']	980
9640	ワイド	['3', '9']	480
9640	ワイド	['4', '9']	1530
9640	ワイド	['3', '4']	2450
9641	馬単	['9', '3']	2070
9642	三連複	['3', '4', '9']	11710
9643	三連単	['9', '3', '4']	53260
9644	単勝	['2']	920
9645	複勝	['2']	170
9645	複勝	['10']	110
9645	複勝	['11']	110
9647	馬連	['2', '10']	1190
9648	ワイド	['2', '10']	340
9648	ワイド	['2', '11']	320
9648	ワイド	['10', '11']	160
9649	馬単	['2', '10']	3020
9650	三連複	['2', '10', '11']	640
9651	三連単	['2', '10', '11']	9520
9652	単勝	['1']	3890
9653	複勝	['1']	370
9653	複勝	['9']	110
9653	複勝	['2']	2060
9655	馬連	['1', '9']	1620
9656	ワイド	['1', '9']	510
9656	ワイド	['1', '2']	13400
9656	ワイド	['2', '9']	2860
9657	馬単	['1', '9']	7440
9658	三連複	['1', '2', '9']	23860
9659	三連単	['1', '9', '2']	364250
9660	単勝	['11']	1930
9661	複勝	['11']	300
9661	複勝	['6']	130
9661	複勝	['7']	120
9663	馬連	['6', '11']	4220
9664	ワイド	['6', '11']	1220
9664	ワイド	['7', '11']	790
9664	ワイド	['6', '7']	240
9665	馬単	['11', '6']	11650
9666	三連複	['6', '7', '11']	2530
9667	三連単	['11', '6', '7']	31070
9668	単勝	['6']	190
9669	複勝	['6']	110
9669	複勝	['2']	250
9669	複勝	['4']	180
9670	馬連	['2', '6']	1180
9671	ワイド	['2', '6']	430
9671	ワイド	['4', '6']	260
9671	ワイド	['2', '4']	730
9672	馬単	['6', '2']	1700
9673	三連複	['2', '4', '6']	1920
9674	三連単	['6', '2', '4']	6520
9675	単勝	['4']	380
9676	複勝	['4']	120
9676	複勝	['7']	130
9676	複勝	['3']	110
9678	馬連	['4', '7']	880
9679	ワイド	['4', '7']	280
9679	ワイド	['3', '4']	180
9679	ワイド	['3', '7']	180
9680	馬単	['4', '7']	1900
9681	三連複	['3', '4', '7']	420
9682	三連単	['4', '7', '3']	3620
9683	単勝	['7']	300
9684	複勝	['7']	150
9684	複勝	['4']	140
9684	複勝	['2']	830
9686	馬連	['4', '7']	560
9687	ワイド	['4', '7']	280
9687	ワイド	['2', '7']	1830
9687	ワイド	['2', '4']	1540
9688	馬単	['7', '4']	1150
9689	三連複	['2', '4', '7']	6420
9690	三連単	['7', '4', '2']	24190
9691	単勝	['1']	1810
9692	複勝	['1']	570
9692	複勝	['5']	360
9692	複勝	['2']	200
9694	馬連	['1', '5']	7620
9695	ワイド	['1', '5']	1930
9695	ワイド	['1', '2']	740
9695	ワイド	['2', '5']	640
9696	馬単	['1', '5']	18700
9697	三連複	['1', '2', '5']	6850
9698	三連単	['1', '5', '2']	93070
9699	単勝	['5']	1280
9700	複勝	['5']	280
9700	複勝	['4']	140
9700	複勝	['1']	220
9702	馬連	['4', '5']	1460
9703	ワイド	['4', '5']	600
9703	ワイド	['1', '5']	1410
9703	ワイド	['1', '4']	370
9704	馬単	['5', '4']	3840
9705	三連複	['1', '4', '5']	3760
9706	三連単	['5', '4', '1']	23920
9707	単勝	['14']	1110
9708	複勝	['14']	340
9708	複勝	['12']	320
9708	複勝	['5']	160
9710	馬連	['12', '14']	6320
9711	ワイド	['12', '14']	1400
9711	ワイド	['5', '14']	780
9711	ワイド	['5', '12']	620
9712	馬単	['14', '12']	11740
9713	三連複	['5', '12', '14']	8630
9714	三連単	['14', '12', '5']	80940
9715	単勝	['6']	520
9716	複勝	['6']	170
9716	複勝	['14']	310
9716	複勝	['7']	170
9718	馬連	['6', '14']	3090
9719	ワイド	['6', '14']	1030
9719	ワイド	['6', '7']	430
9719	ワイド	['7', '14']	810
9720	馬単	['6', '14']	5960
9721	三連複	['6', '7', '14']	4220
9722	三連単	['6', '14', '7']	26590
9723	単勝	['9']	330
9724	複勝	['9']	150
9724	複勝	['8']	290
9724	複勝	['12']	170
9726	馬連	['8', '9']	2660
9727	ワイド	['8', '9']	950
9727	ワイド	['9', '12']	430
9727	ワイド	['8', '12']	1000
9728	馬単	['9', '8']	3710
9729	三連複	['8', '9', '12']	3340
9730	三連単	['9', '8', '12']	18890
9731	単勝	['1']	11560
9732	複勝	['1']	1390
9732	複勝	['5']	140
9732	複勝	['12']	120
9734	馬連	['1', '5']	26870
9735	ワイド	['1', '5']	4970
9735	ワイド	['1', '12']	4000
9735	ワイド	['5', '12']	270
9736	馬単	['1', '5']	60160
9737	三連複	['1', '5', '12']	15030
9738	三連単	['1', '5', '12']	250820
9739	単勝	['13']	270
9740	複勝	['13']	130
9740	複勝	['7']	140
9740	複勝	['12']	130
9742	馬連	['7', '13']	700
9743	ワイド	['7', '13']	320
9743	ワイド	['12', '13']	240
9743	ワイド	['7', '12']	330
9744	馬単	['13', '7']	1230
9745	三連複	['7', '12', '13']	850
9746	三連単	['13', '7', '12']	4040
9747	単勝	['2']	170
9748	複勝	['2']	110
9748	複勝	['7']	120
9748	複勝	['4']	200
9750	馬連	['2', '7']	300
9751	ワイド	['2', '7']	150
9751	ワイド	['2', '4']	330
9751	ワイド	['4', '7']	460
9752	馬単	['2', '7']	440
9753	三連複	['2', '4', '7']	820
9754	三連単	['2', '7', '4']	2120
9755	単勝	['12']	180
9756	複勝	['12']	120
9756	複勝	['9']	300
9756	複勝	['8']	140
9758	馬連	['9', '12']	1670
9759	ワイド	['9', '12']	570
9759	ワイド	['8', '12']	210
9759	ワイド	['8', '9']	940
9760	馬単	['12', '9']	2120
9761	三連複	['8', '9', '12']	1730
9762	三連単	['12', '9', '8']	6570
9763	単勝	['6']	890
9764	複勝	['6']	120
9764	複勝	['5']	100
9764	複勝	['8']	100
9765	馬連	['5', '6']	520
9766	ワイド	['5', '6']	160
9766	ワイド	['6', '8']	220
9766	ワイド	['5', '8']	120
9767	馬単	['6', '5']	1700
9768	三連複	['5', '6', '8']	310
9769	三連単	['6', '5', '8']	4140
9770	単勝	['16']	190
9771	複勝	['16']	110
9771	複勝	['13']	270
9771	複勝	['2']	150
9773	馬連	['13', '16']	1720
9774	ワイド	['13', '16']	550
9774	ワイド	['2', '16']	230
9774	ワイド	['2', '13']	980
9775	馬単	['16', '13']	2140
9776	三連複	['2', '13', '16']	1920
9777	三連単	['16', '13', '2']	8420
9778	単勝	['11']	160
9779	複勝	['11']	110
9779	複勝	['16']	420
9779	複勝	['9']	190
9781	馬連	['11', '16']	2320
9782	ワイド	['11', '16']	930
9782	ワイド	['9', '11']	360
9782	ワイド	['9', '16']	3010
9783	馬単	['11', '16']	3340
9784	三連複	['9', '11', '16']	4680
9785	三連単	['11', '16', '9']	17910
9786	単勝	['14']	260
9787	複勝	['14']	130
9787	複勝	['1']	160
9787	複勝	['16']	170
9789	馬連	['1', '14']	780
9790	ワイド	['1', '14']	360
9790	ワイド	['14', '16']	310
9790	ワイド	['1', '16']	490
9791	馬単	['14', '1']	1490
9792	三連複	['1', '14', '16']	1110
9793	三連単	['14', '1', '16']	4800
9794	単勝	['9']	480
9795	複勝	['9']	200
9795	複勝	['2']	580
9795	複勝	['8']	510
9797	馬連	['2', '9']	4350
9798	ワイド	['2', '9']	1240
9798	ワイド	['8', '9']	1420
9798	ワイド	['2', '8']	3500
9799	馬単	['9', '2']	9030
9800	三連複	['2', '8', '9']	23280
9801	三連単	['9', '2', '8']	112360
9802	単勝	['13']	290
9803	複勝	['13']	160
9803	複勝	['7']	210
9803	複勝	['14']	1150
9805	馬連	['7', '13']	870
9806	ワイド	['7', '13']	420
9806	ワイド	['13', '14']	4380
9806	ワイド	['7', '14']	7970
9807	馬単	['13', '7']	1410
9808	三連複	['7', '13', '14']	24960
9809	三連単	['13', '7', '14']	71440
9810	単勝	['4']	290
9811	複勝	['4']	110
9811	複勝	['2']	110
9811	複勝	['3']	130
9813	馬連	['2', '4']	310
9814	ワイド	['2', '4']	160
9814	ワイド	['3', '4']	270
9814	ワイド	['2', '3']	250
9815	馬単	['4', '2']	600
9816	三連複	['2', '3', '4']	400
9817	三連単	['4', '2', '3']	1920
9818	単勝	['3']	170
9819	複勝	['3']	110
9819	複勝	['2']	710
9820	馬連	['2', '3']	2340
9821	ワイド	['2', '3']	830
9821	ワイド	['3', '4']	1370
9821	ワイド	['2', '4']	5520
9822	馬単	['3', '2']	3240
9823	三連複	['2', '3', '4']	12040
9824	三連単	['3', '2', '4']	36950
9825	単勝	['9']	460
9826	複勝	['9']	130
9826	複勝	['2']	110
9826	複勝	['4']	190
9828	馬連	['2', '9']	330
9829	ワイド	['2', '9']	180
9829	ワイド	['4', '9']	490
9829	ワイド	['2', '4']	330
9830	馬単	['9', '2']	940
9831	三連複	['2', '4', '9']	900
9832	三連単	['9', '2', '4']	4450
9833	単勝	['8']	370
9834	複勝	['8']	160
9834	複勝	['4']	200
9834	複勝	['1']	150
9836	馬連	['4', '8']	1750
9837	ワイド	['4', '8']	660
9837	ワイド	['1', '8']	550
9837	ワイド	['1', '4']	540
9838	馬単	['8', '4']	2730
9839	三連複	['1', '4', '8']	2820
9840	三連単	['8', '4', '1']	11780
9841	単勝	['3']	220
9842	複勝	['3']	130
9842	複勝	['8']	120
9842	複勝	['4']	180
9844	馬連	['3', '8']	480
9845	ワイド	['3', '8']	230
9845	ワイド	['3', '4']	420
9845	ワイド	['4', '8']	440
9846	馬単	['3', '8']	740
9847	三連複	['3', '4', '8']	1250
9848	三連単	['3', '8', '4']	3680
9849	単勝	['12']	870
9850	複勝	['12']	270
9850	複勝	['1']	220
9850	複勝	['3']	310
9852	馬連	['1', '12']	2560
9853	ワイド	['1', '12']	850
9853	ワイド	['3', '12']	1400
9853	ワイド	['1', '3']	870
9854	馬単	['12', '1']	4620
9855	三連複	['1', '3', '12']	7680
9856	三連単	['12', '1', '3']	49360
9857	単勝	['3']	540
9858	複勝	['3']	190
9858	複勝	['1']	140
9858	複勝	['10']	130
9860	馬連	['1', '3']	1070
9861	ワイド	['1', '3']	440
9861	ワイド	['3', '10']	420
9861	ワイド	['1', '10']	250
9862	馬単	['3', '1']	2640
9863	三連複	['1', '3', '10']	1380
9864	三連単	['3', '1', '10']	6980
9865	単勝	['5']	240
9866	複勝	['5']	110
9866	複勝	['4']	130
9866	複勝	['1']	120
9867	馬連	['4', '5']	370
9868	ワイド	['4', '5']	170
9868	ワイド	['1', '5']	170
9868	ワイド	['1', '4']	230
9869	馬単	['5', '4']	660
9870	三連複	['1', '4', '5']	420
9871	三連単	['5', '4', '1']	1750
9872	単勝	['8']	1080
9873	複勝	['8']	290
9873	複勝	['13']	250
9873	複勝	['6']	1360
9875	馬連	['8', '13']	2440
9876	ワイド	['8', '13']	1080
9876	ワイド	['6', '8']	7580
9876	ワイド	['6', '13']	5850
9877	馬単	['8', '13']	5720
9878	三連複	['6', '8', '13']	53180
9879	三連単	['8', '13', '6']	213340
9880	単勝	['6']	580
9881	複勝	['6']	170
9881	複勝	['14']	120
9881	複勝	['15']	400
9883	馬連	['6', '14']	710
9884	ワイド	['6', '14']	340
