	race_id	0	1	2	3
3	202401010203	三連単	2 → 10 → 7	7040	2
0	202506010802	単勝	16	290	2
1	202506010802	複勝	16 14 5	120 110 120	2 1 3
2	202506010802	枠連	7 - 8	240	1
3	202506010802	馬連	14 - 16	370	1
0	202506010802	ワイド	14 - 16 5 - 16 5 - 14	170 230 190	1 4 2
1	202506010802	馬単	16 → 14	710	1
2	202506010802	三連複	5 - 14 - 16	390	1
3	202506010802	三連単	16 → 14 → 5	1910	3
0	202408020807	単勝	7	560	3
1	202408020807	複勝	7 4 2	270 240 1,120	3 2 7
2	202408020807	馬連	4 - 7	1180	5
0	202408020807	ワイド	4 - 7 2 - 7 2 - 4	510 1,720 1,890	7 16 17
1	202408020807	馬単	7 → 4	2430	9
2	202408020807	三連複	2 - 4 - 7	9970	21
3	202408020807	三連単	7 → 4 → 2	39630	98
0	202406030606	単勝	4	200	1
1	202406030606	複勝	4 13 16	120 140 310	1 2 5
2	202406030606	枠連	2 - 7	370	1
3	202406030606	馬連	4 - 13	390	1
0	202406030606	ワイド	4 - 13 4 - 16 13 - 16	220 640 1,010	1 6 11
1	202406030606	馬単	4 → 13	640	1
2	202406030606	三連複	4 - 13 - 16	2030	3
3	202406030606	三連単	4 → 13 → 16	6830	9
0	202403010308	単勝	7	1520	7
1	202403010308	複勝	7 4 6	320 1,520 530	4 14 7
2	202403010308	枠連	3 - 4	8480	24
3	202403010308	馬連	4 - 7	33610	75
0	202403010308	ワイド	4 - 7 6 - 7 4 - 6	9,740 2,530 11,470	76 29 80
1	202403010308	馬単	7 → 4	62260	137
2	202403010308	三連複	4 - 6 - 7	144030	293
3	202403010308	三連単	7 → 4 → 6	676200	1484
0	202405020810	単勝	5	1280	8
1	202405020810	複勝	5 11 10	340 470 220	7 9 2
2	202405020810	枠連	5 - 8	2940	14
3	202405020810	馬連	5 - 11	12580	38
0	202405020810	ワイド	5 - 11 5 - 10 10 - 11	2,550 1,090 1,660	34 14 24
1	202405020810	馬単	5 → 11	22870	71
2	202405020810	三連複	5 - 10 - 11	18760	69
3	202405020810	三連単	5 → 11 → 10	151270	464
0	202408060210	単勝	8	320	2
1	202408060210	複勝	8 5 6	150 190 500	1 3 9
2	202408060210	枠連	5 - 7	620	2
3	202408060210	馬連	5 - 8	950	2
0	202408060210	ワイド	5 - 8 6 - 8 5 - 6	450 1,360 1,870	4 21 26
1	202408060210	馬単	8 → 5	1570	3
2	202408060210	三連複	5 - 6 - 8	6690	28
3	202408060210	三連単	8 → 5 → 6	22700	70
0	202409020509	単勝	1	220	1
1	202409020509	複勝	1 4 10	120 160 320	1 3 6
2	202409020509	枠連	1 - 4	530	2
3	202409020509	馬連	1 - 4	490	1
0	202409020509	ワイド	1 - 4 1 - 10 4 - 10	240 760 1,570	2 10 21
1	202409020509	馬単	1 → 4	700	1
2	202409020509	三連複	1 - 4 - 10	2950	10
3	202409020509	三連単	1 → 4 → 10	8240	25
0	202405020804	単勝	11	280	2
1	202405020804	複勝	11 1 3	110 110 620	2 1 9
2	202405020804	枠連	1 - 6	180	1
3	202405020804	馬連	1 - 11	180	1
0	202405020804	ワイド	1 - 11 3 - 11 1 - 3	130 1,260 1,110	1 17 14
1	202405020804	馬単	11 → 1	460	2
2	202405020804	三連複	1 - 3 - 11	2180	7
3	202405020804	三連単	11 → 1 → 3	8020	23
0	202404040201	単勝	1	2770	7
1	202404040201	複勝	1 14 6	420 150 240	7 2 3
2	202404040201	枠連	1 - 8	2730	10
3	202404040201	馬連	1 - 14	2580	10
0	202404040201	ワイド	1 - 14 1 - 6 6 - 14	1,000 1,540 580	13 20 2
1	202404040201	馬単	1 → 14	9930	35
2	202404040201	三連複	1 - 6 - 14	6760	20
3	202404040201	三連単	1 → 14 → 6	75850	235
0	202408060204	単勝	14	280	1
1	202408060204	複勝	14 4 13	150 340 500	1 6 9
2	202408060204	枠連	3 - 8	600	1
3	202408060204	馬連	4 - 14	2150	8
0	202408060204	ワイド	4 - 14 13 - 14 4 - 13	800 940 3,320	7 10 41
1	202408060204	馬単	14 → 4	3170	9
2	202408060204	三連複	4 - 13 - 14	10110	37
3	202408060204	三連単	14 → 4 → 13	35530	111
0	202406030809	単勝	12	470	2
1	202406030809	複勝	12 3 14	170 150 350	3 1 7
2	202406030809	枠連	3 - 7	560	1
3	202406030809	馬連	3 - 12	910	2
0	202406030809	ワイド	3 - 12 12 - 14 3 - 14	390 1,140 1,210	3 14 15
1	202406030809	馬単	12 → 3	2000	5
2	202406030809	三連複	3 - 12 - 14	4450	14
3	202406030809	三連単	12 → 3 → 14	20640	68
0	202406010501	単勝	11	240	1
1	202406010501	複勝	11 14 12	130 130 220	1 2 6
2	202406010501	枠連	6 - 7	440	1
3	202406010501	馬連	11 - 14	660	1
0	202406010501	ワイド	11 - 14 11 - 12 12 - 14	330 700 430	1 10 6
1	202406010501	馬単	11 → 14	1080	1
2	202406010501	三連複	11 - 12 - 14	1760	5
3	202406010501	三連単	11 → 14 → 12	5750	6
0	202401020303	単勝	9	270	1
1	202401020303	複勝	9 6 15	130 200 260	1 4 5
2	202401020303	枠連	3 - 5	470	1
3	202401020303	馬連	6 - 9	780	2
0	202401020303	ワイド	6 - 9 9 - 15 6 - 15	330 480 980	3 4 11
1	202401020303	馬単	9 → 6	1340	4
2	202401020303	三連複	6 - 9 - 15	2310	6
3	202401020303	三連単	9 → 6 → 15	7870	13
0	202408020608	単勝	5	730	3
1	202408020608	複勝	5 6 11	320 1,430 340	4 9 5
2	202408020608	枠連	5 - 6	9790	17
3	202408020608	馬連	5 - 6	29110	38
0	202408020608	ワイド	5 - 6 5 - 11 6 - 11	7,060 1,230 5,470	38 16 33
1	202408020608	馬単	5 → 6	48480	65
2	202408020608	三連複	5 - 6 - 11	53460	86
3	202408020608	三連単	5 → 6 → 11	294010	421
0	202405050307	単勝	5	2000	7
1	202405050307	複勝	5 15 1	610 360 300	8 6 4
2	202405050307	枠連	3 - 8	5630	19
3	202405050307	馬連	5 - 15	10280	28
0	202405050307	ワイド	5 - 15 1 - 5 1 - 15	2,760 2,720 1,780	29 28 20
1	202405050307	馬単	5 → 15	19330	50
2	202405050307	三連複	1 - 5 - 15	36570	96
3	202405050307	三連単	5 → 15 → 1	240540	563
0	202403020208	単勝	5	430	2
1	202403020208	複勝	5 8 9	160 190 350	2 3 6
2	202403020208	枠連	4 - 6	780	4
3	202403020208	馬連	5 - 8	1290	5
0	202403020208	ワイド	5 - 8 5 - 9 8 - 9	420 1,250 1,310	3 15 17
1	202403020208	馬単	5 → 8	2410	7
2	202403020208	三連複	5 - 8 - 9	6440	23
3	202403020208	三連単	5 → 8 → 9	24460	85
0	202408040301	単勝	9	890	3
1	202408040301	複勝	9 3 2	270 110 230	6 1 3
2	202408040301	枠連	2 - 5	980	4
3	202408040301	馬連	3 - 9	980	3
0	202408040301	ワイド	3 - 9 2 - 9 2 - 3	440 1,170 380	3 12 2
1	202408040301	馬単	9 → 3	2330	8
2	202408040301	三連複	2 - 3 - 9	2480	7
3	202408040301	三連単	9 → 3 → 2	13580	35
0	202405020409	単勝	1	750	4
1	202405020409	複勝	1 8 6	140 110 110	4 2 1
2	202405020409	馬連	1 - 8	1130	5
0	202405020409	ワイド	1 - 8 1 - 6 6 - 8	310 250 160	5 3 1
1	202405020409	馬単	1 → 8	3090	13
2	202405020409	三連複	1 - 6 - 8	650	2
3	202405020409	三連単	1 → 8 → 6	7060	26
0	202408050112	単勝	6	160	1
1	202408050112	複勝	6 7 4	110 640 160	1 11 2
2	202408050112	枠連	4 - 5	540	2
3	202408050112	馬連	6 - 7	2360	9
0	202408050112	ワイド	6 - 7 4 - 6 4 - 7	1,000 240 2,380	11 1 25
1	202408050112	馬単	6 → 7	3570	12
2	202408050112	三連複	4 - 6 - 7	5190	17
3	202408050112	三連単	6 → 7 → 4	16470	45
0	202507010901	単勝	2	470	2
1	202507010901	複勝	2 6 4	240 310 1,870	2 3 9
2	202507010901	枠連	2 - 6	1830	8
3	202507010901	馬連	2 - 6	1430	5
0	202507010901	ワイド	2 - 6 2 - 4 4 - 6	520 2,380 2,740	6 23 25
1	202507010901	馬単	2 → 6	2820	11
2	202507010901	三連複	2 - 4 - 6	16050	39
3	202507010901	三連単	2 → 6 → 4	55030	137
0	202407030705	単勝	6	360	2
1	202407030705	複勝	6 1 4	140 120 390	2 1 8
2	202407030705	枠連	1 - 6	370	1
3	202407030705	馬連	1 - 6	550	1
0	202407030705	ワイド	1 - 6 4 - 6 1 - 4	270 1,060 1,050	1 14 13
1	202407030705	馬単	6 → 1	1160	2
2	202407030705	三連複	1 - 4 - 6	3120	9
3	202407030705	三連単	6 → 1 → 4	11600	28
0	202407020502	単勝	14	210	1
1	202407020502	複勝	14 16 2	120 130 180	1 3 4
2	202407020502	枠連	7 - 8	410	1
3	202407020502	馬連	14 - 16	390	1
0	202407020502	ワイド	14 - 16 2 - 14 2 - 16	210 480 730	1 5 9
1	202407020502	馬単	14 → 16	740	1
2	202407020502	三連複	2 - 14 - 16	1670	3
3	202407020502	三連単	14 → 16 → 2	4540	8
0	202407030711	単勝	15	540	2
1	202407030711	複勝	15 1 11	250 220 250	4 2 3
2	202407030711	枠連	1 - 8	1840	9
3	202407030711	馬連	1 - 15	2640	9
0	202407030711	ワイド	1 - 15 11 - 15 1 - 11	1,030 1,120 680	10 12 5
1	202407030711	馬単	15 → 1	4870	15
2	202407030711	三連複	1 - 11 - 15	6000	17
3	202407030711	三連単	15 → 1 → 11	33790	93
0	202402011101	単勝	3	400	2
1	202402011101	複勝	3 5 2	120 110 180	2 1 5
2	202402011101	枠連	3 - 5	290	1
3	202402011101	馬連	3 - 5	310	1
0	202402011101	ワイド	3 - 5 2 - 3 2 - 5	160 420 290	1 7 4
1	202402011101	馬単	3 → 5	830	3
2	202402011101	三連複	2 - 3 - 5	660	3
3	202402011101	三連単	3 → 5 → 2	2830	8
0	202408050106	単勝	13	440	2
1	202408050106	複勝	13 10 8	180 970 290	2 11 3
2	202408050106	枠連	6 - 8	460	1
3	202408050106	馬連	10 - 13	5980	19
0	202408050106	ワイド	10 - 13 8 - 13 8 - 10	2,090 720 4,470	24 5 41
1	202408050106	馬単	13 → 10	10490	33
2	202408050106	三連複	8 - 10 - 13	21820	71
3	202408050106	三連単	13 → 10 → 8	111240	329
0	202404010807	単勝	8	2080	9
1	202404010807	複勝	8 5 4	540 570 380	9 10 5
2	202404010807	枠連	3 - 5	3420	13
3	202404010807	馬連	5 - 8	13440	46
0	202404010807	ワイド	5 - 8 4 - 8 4 - 5	3,790 2,480 2,000	43 32 24
1	202404010807	馬単	8 → 5	30430	98
2	202404010807	三連複	4 - 5 - 8	29480	110
3	202404010807	三連単	8 → 5 → 4	230220	765
0	202408030802	単勝	10	1160	7
1	202408030802	複勝	10 2 14	290 210 480	6 2 8
2	202408030802	枠連	2 - 6	3350	19
3	202408030802	馬連	2 - 10	8010	32
0	202408030802	ワイド	2 - 10 10 - 14 2 - 14	2,370 2,260 1,230	32 29 18
1	202408030802	馬単	10 → 2	16550	70
2	202408030802	三連複	2 - 10 - 14	32690	125
3	202408030802	三連単	10 → 2 → 14	183090	704
0	202406020603	単勝	10	13060	12
1	202406020603	複勝	10 16 7	3,110 350 250	13 6 4
2	202406020603	枠連	5 - 8	12680	22
3	202406020603	馬連	10 - 16	91630	69
0	202406020603	ワイド	10 - 16 7 - 10 7 - 16	17,530 14,880 1,390	65 58 19
1	202406020603	馬単	10 → 16	309700	157
2	202406020603	三連複	7 - 10 - 16	236940	207
3	202406020603	三連単	10 → 16 → 7	2246870	1535
0	202406030410	単勝	16	1260	4
1	202406030410	複勝	16 10 2	470 2,440 450	5 16 4
2	202406030410	枠連	5 - 8	5280	20
3	202406030410	馬連	10 - 16	69900	98
0	202406030410	ワイド	10 - 16 2 - 16 2 - 10	15,600 2,210 15,260	102 22 100
1	202406030410	馬単	16 → 10	115450	177
2	202406030410	三連複	2 - 10 - 16	248060	370
3	202406030410	三連単	16 → 10 → 2	1334670	1950
0	202406030404	単勝	11	460	3
1	202406030404	複勝	11 7 1	170 260 440	2 4 7
2	202406030404	枠連	6 - 8	1090	5
3	202406030404	馬連	7 - 11	1850	6
0	202406030404	ワイド	7 - 11 1 - 11 1 - 7	520 1,000 1,480	5 13 18
1	202406030404	馬単	11 → 7	3310	13
2	202406030404	三連複	1 - 7 - 11	5910	22
3	202406030404	三連単	11 → 7 → 1	24950	86
0	202409010804	単勝	1	170	1
1	202409010804	複勝	1 8 2	110 260 170	1 5 3
2	202409010804	馬連	1 - 8	1080	4
0	202409010804	ワイド	1 - 8 1 - 2 2 - 8	430 250 920	4 2 13
1	202409010804	馬単	1 → 8	1400	5
2	202409010804	三連複	1 - 2 - 8	1950	7
3	202409010804	三連単	1 → 8 → 2	6020	19
0	202405010509	単勝	4	620	3
1	202405010509	複勝	4 6 12	250 660 200	4 10 3
2	202405010509	枠連	4 - 5	3360	13
3	202405010509	馬連	4 - 6	7110	26
0	202405010509	ワイド	4 - 6 4 - 12 6 - 12	2,080 1,160 3,360	25 12 36
1	202405010509	馬単	4 → 6	7520	25
2	202405010509	三連複	4 - 6 - 12	26500	78
3	202405010509	三連単	4 → 6 → 12	133200	369
0	202408070201	単勝	12	390	1
1	202408070201	複勝	12 11 15	190 430 270	2 8 5
2	202408070201	枠連	6 - 7	2420	11
3	202408070201	馬連	11 - 12	4070	18
0	202408070201	ワイド	11 - 12 12 - 15 11 - 15	1,070 990 2,910	14 9 38
1	202408070201	馬単	12 → 11	5260	20
2	202408070201	三連複	11 - 12 - 15	14020	53
3	202408070201	三連単	12 → 11 → 15	74150	275
0	202405030801	単勝	2	17420	10
1	202405030801	複勝	2 10 7	4,590 260 680	10 4 6
2	202405030801	枠連	2 - 8	9180	14
3	202405030801	馬連	2 - 10	59930	39
0	202405030801	ワイド	2 - 10 2 - 7 7 - 10	13,800 23,510 1,980	39 42 18
1	202405030801	馬単	2 → 10	156250	81
2	202405030801	三連複	2 - 7 - 10	254640	105
3	202405030801	三連単	2 → 10 → 7	3455270	684
0	202406040108	単勝	2	1020	5
1	202406040108	複勝	2 13 7	330 200 410	5 2 6
2	202406040108	枠連	2 - 7	2980	11
3	202406040108	馬連	2 - 13	2860	10
0	202406040108	ワイド	2 - 13 2 - 7 7 - 13	1,100 3,130 1,270	11 29 13
1	202406040108	馬単	2 → 13	6150	23
2	202406040108	三連複	2 - 7 - 13	13370	42
3	202406040108	三連単	2 → 13 → 7	92070	251
0	202410030309	単勝	2	280	1
1	202410030309	複勝	2 3 10	130 130 160	2 1 3
2	202410030309	枠連	2 - 3	490	1
3	202410030309	馬連	2 - 3	460	1
0	202410030309	ワイド	2 - 3 2 - 10 3 - 10	190 360 390	1 2 3
1	202410030309	馬単	2 → 3	830	1
2	202410030309	三連複	2 - 3 - 10	900	1
3	202410030309	三連単	2 → 3 → 10	3140	1
0	202407010402	単勝	14	200	1
1	202407010402	複勝	14 12 15	120 560 840	1 8 11
2	202407010402	枠連	6 - 7	2330	8
3	202407010402	馬連	12 - 14	2990	10
0	202407010402	ワイド	12 - 14 14 - 15 12 - 15	990 1,770 13,870	10 17 73
1	202407010402	馬単	14 → 12	3800	14
2	202407010402	三連複	12 - 14 - 15	37970	88
3	202407010402	三連単	14 → 12 → 15	113000	313
0	202409010810	単勝	4	190	1
1	202409010810	複勝	4 7 3	110 110 140	1 2 3
2	202409010810	枠連	4 - 6	310	1
3	202409010810	馬連	4 - 7	330	1
0	202409010810	ワイド	4 - 7 3 - 4 3 - 7	160 240 350	1 2 4
1	202409010810	馬単	4 → 7	570	1
2	202409010810	三連複	3 - 4 - 7	540	1
3	202409010810	三連単	4 → 7 → 3	1570	1
0	202405040302	単勝	9	2540	7
1	202405040302	複勝	9 3 10	690 540 170	9 8 1
2	202405040302	枠連	2 - 5	10780	24
3	202405040302	馬連	3 - 9	37740	63
0	202405040302	ワイド	3 - 9 9 - 10 3 - 10	7,640 2,530 1,860	60 29 19
1	202405040302	馬単	9 → 3	54570	113
2	202405040302	三連複	3 - 9 - 10	51210	127
3	202405040302	三連単	9 → 3 → 10	433360	923
0	202405050111	単勝	7	2100	8
1	202405050111	複勝	7 11 4	510 250 260	8 3 5
2	202405050111	枠連	5 - 7	3750	14
3	202405050111	馬連	7 - 11	7170	26
0	202405050111	ワイド	7 - 11 4 - 7 4 - 11	2,020 1,970 860	26 24 11
1	202405050111	馬単	7 → 11	18630	56
2	202405050111	三連複	4 - 7 - 11	17140	61
3	202405050111	三連単	7 → 11 → 4	148060	413
0	202401020101	単勝	6	130	1
1	202401020101	複勝	6 3	110 230	1 3
2	202401020101	馬連	3 - 6	540	2
0	202401020101	ワイド	3 - 6 1 - 6 1 - 3	260 300 700	3 5 10
1	202401020101	馬単	6 → 3	720	2
2	202401020101	三連複	1 - 3 - 6	1130	7
3	202401020101	三連単	6 → 3 → 1	2780	8
0	202406010703	単勝	3	250	1
1	202406010703	複勝	3 5 8	130 180 170	1 4 3
2	202406010703	枠連	2 - 3	670	2
3	202406010703	馬連	3 - 5	720	2
0	202406010703	ワイド	3 - 5 3 - 8 5 - 8	370 370 650	3 2 7
1	202406010703	馬単	3 → 5	1290	2
2	202406010703	三連複	3 - 5 - 8	1520	3
3	202406010703	三連単	3 → 5 → 8	4850	5
0	202407040209	単勝	4	450	2
1	202407040209	複勝	4 2	210 310	2 5
2	202407040209	馬連	2 - 4	880	5
0	202407040209	ワイド	2 - 4 1 - 4 1 - 2	270 640 880	3 10 13
1	202407040209	馬単	4 → 2	1960	9
2	202407040209	三連複	1 - 2 - 4	2460	11
3	202407040209	三連単	4 → 2 → 1	16570	70
0	202404010608	単勝	11	520	3
1	202404010608	複勝	11 4 13	160 120 150	3 1 2
2	202404010608	枠連	3 - 7	300	1
3	202404010608	馬連	4 - 11	630	1
0	202404010608	ワイド	4 - 11 11 - 13 4 - 13	300 380 280	2 4 1
1	202404010608	馬単	11 → 4	1560	4
2	202404010608	三連複	4 - 11 - 13	840	1
3	202404010608	三連単	11 → 4 → 13	5610	7
0	202405050105	単勝	1	170	1
1	202405050105	複勝	1 6 3	110 150 360	1 2 7
2	202405050105	枠連	1 - 6	330	1
3	202405050105	馬連	1 - 6	380	1
0	202405050105	ワイド	1 - 6 1 - 3 3 - 6	220 700 1,330	1 9 17
1	202405050105	馬単	1 → 6	600	1
2	202405050105	三連複	1 - 3 - 6	2120	8
3	202405050105	三連単	1 → 6 → 3	6110	17
0	202407020304	単勝	16	380	1
1	202407020304	複勝	16 3 12	180 640 440	2 10 8
2	202407020304	枠連	2 - 8	3020	16
3	202407020304	馬連	3 - 16	5260	21
0	202407020304	ワイド	3 - 16 12 - 16 3 - 12	1,470 940 3,850	19 8 47
1	202407020304	馬単	16 → 3	8630	37
2	202407020304	三連複	3 - 12 - 16	14800	59
3	202407020304	三連単	16 → 3 → 12	68560	240
0	202406040901	単勝	4	750	4
1	202406040901	複勝	4 12 15	230 150 440	4 2 7
2	202406040901	枠連	2 - 6	1150	5
3	202406040901	馬連	4 - 12	1420	5
0	202406040901	ワイド	4 - 12 4 - 15 12 - 15	530 2,130 1,000	5 25 12
1	202406040901	馬単	4 → 12	2920	11
2	202406040901	三連複	4 - 12 - 15	8550	30
3	202406040901	三連単	4 → 12 → 15	39040	128
0	202410010608	単勝	6	2340	6
1	202410010608	複勝	6 3 4	570 160 610	7 1 9
2	202410010608	枠連	3 - 4	1860	9
3	202410010608	馬連	3 - 6	2870	11
0	202410010608	ワイド	3 - 6 4 - 6 3 - 4	1,030 8,950 1,570	12 53 15
1	202410010608	馬単	6 → 3	8660	28
2	202410010608	三連複	3 - 4 - 6	25300	82
3	202410010608	三連単	6 → 3 → 4	179600	482
0	202405021105	単勝	8	860	3
1	202405021105	複勝	8 3 9	120 110 110	3 2 1
2	202405021105	枠連	3 - 7 7 - 7	110 170	1 2
3	202405021105	馬連	3 - 8 8 - 9	520 260	5 2
0	202405021105	ワイド	3 - 8 8 - 9 3 - 9	240 180 130	3 2 1
1	202405021105	馬単	8 → 3 8 → 9	1,620 990	9 7
2	202405021105	三連複	3 - 8 - 9	330	1
3	202405021105	三連単	8 → 3 → 9 8 → 9 → 3	3,030 2,210	18 12
0	202405021111	単勝	7	350	2
1	202405021111	複勝	7 8 9	140 110 810	2 1 12
2	202405021111	枠連	4 - 4	250	1
3	202405021111	馬連	7 - 8	250	1
0	202405021111	ワイド	7 - 8 7 - 9 8 - 9	170 2,560 1,790	1 29 18
1	202405021111	馬単	7 → 8	560	2
2	202405021111	三連複	7 - 8 - 9	4360	13
3	202405021111	三連単	7 → 8 → 9	14670	40
0	202408040507	単勝	3	320	2
1	202408040507	複勝	3 8 6	110 110 130	2 1 3
2	202408040507	馬連	3 - 8	290	1
0	202408040507	ワイド	3 - 8 3 - 6 6 - 8	160 290 160	2 4 1
1	202408040507	馬単	3 → 8	650	3
2	202408040507	三連複	3 - 6 - 8	370	1
3	202408040507	三連単	3 → 8 → 6	2280	5
0	202407020310	単勝	10	3420	8
1	202407020310	複勝	10 9 16	550 130 230	9 1 3
2	202407020310	枠連	5 - 5	3560	14
3	202407020310	馬連	9 - 10	3340	10
0	202407020310	ワイド	9 - 10 10 - 16 9 - 16	1,190 3,450 650	11 37 5
1	202407020310	馬単	10 → 9	8510	29
2	202407020310	三連複	9 - 10 - 16	10050	29
3	202407020310	三連単	10 → 9 → 16	95470	296
0	202407030103	単勝	2	270	2
1	202407030103	複勝	2 3	100 100	2 1
2	202407030103	馬連	2 - 3	110	1
0	202407030103	ワイド	2 - 3 2 - 5 3 - 5	100 110 100	1 3 2
1	202407030103	馬単	2 → 3	320	2
2	202407030103	三連複	2 - 3 - 5	110	1
3	202407030103	三連単	2 → 3 → 5	390	2
0	202406030202	単勝	2	7040	10
1	202406030202	複勝	2 5 8	970 140 180	10 1 3
2	202406030202	枠連	1 - 3	6700	14
3	202406030202	馬連	2 - 5	7070	20
0	202406030202	ワイド	2 - 5 2 - 8 5 - 8	2,030 3,740 410	21 33 3
1	202406030202	馬単	2 → 5	21840	52
2	202406030202	三連複	2 - 5 - 8	11180	33
3	202406030202	三連単	2 → 5 → 8	139960	328
0	202401010607	単勝	7	1010	5
1	202401010607	複勝	7 12 2	260 130 1,490	5 1 12
2	202401010607	枠連	5 - 8	740	3
3	202401010607	馬連	7 - 12	900	4
0	202401010607	ワイド	7 - 12 2 - 7 2 - 12	450 7,300 3,450	3 51 31
1	202401010607	馬単	7 → 12	2800	10
2	202401010607	三連複	2 - 7 - 12	23530	71
3	202401010607	三連単	7 → 12 → 2	118420	316
0	202404030309	単勝	12	180	1
1	202404030309	複勝	12 5 6	140 1,380 390	1 13 6
2	202404030309	枠連	3 - 7	2420	9
3	202404030309	馬連	5 - 12	6380	20
0	202404030309	ワイド	5 - 12 6 - 12 5 - 6	2,790 750 10,970	29 6 71
1	202404030309	馬単	12 → 5	9060	26
2	202404030309	三連複	5 - 6 - 12	25810	74
3	202404030309	三連単	12 → 5 → 6	87800	236
0	202403020803	単勝	7	2200	6
1	202403020803	複勝	7 12 3	320 110 240	6 1 4
2	202403020803	枠連	5 - 8	1940	6
3	202403020803	馬連	7 - 12	1880	6
0	202403020803	ワイド	7 - 12 3 - 7 3 - 12	610 1,940 480	7 20 4
1	202403020803	馬単	7 → 12	6330	20
2	202403020803	三連複	3 - 7 - 12	4530	15
3	202403020803	三連単	7 → 12 → 3	46380	130
0	202410020708	単勝	6	190	1
1	202410020708	複勝	6 13 9	110 210 140	1 3 2
2	202410020708	枠連	5 - 8	930	4
3	202410020708	馬連	6 - 13	1730	7
0	202410020708	ワイド	6 - 13 6 - 9 9 - 13	490 230 700	5 1 10
1	202410020708	馬単	6 → 13	2260	6
2	202410020708	三連複	6 - 9 - 13	2150	4
3	202410020708	三連単	6 → 13 → 9	8780	13
0	202407010204	単勝	10	680	4
1	202407010204	複勝	10 3 6	150 130 130	4 3 1
2	202407010204	枠連	3 - 8	1440	6
3	202407010204	馬連	3 - 10	1320	5
0	202407010204	ワイド	3 - 10 6 - 10 3 - 6	380 380 280	6 5 3
1	202407010204	馬単	10 → 3	3220	13
2	202407010204	三連複	3 - 6 - 10	1460	4
3	202407010204	三連単	10 → 3 → 6	10740	31
0	202406050509	単勝	3	140	1
1	202406050509	複勝	3 10 5	110 130 170	1 2 3
2	202406050509	枠連	3 - 7	270	1
3	202406050509	馬連	3 - 10	300	1
0	202406050509	ワイド	3 - 10 3 - 5 5 - 10	180 270 450	1 2 7
1	202406050509	馬単	3 → 10	460	1
2	202406050509	三連複	3 - 5 - 10	830	2
3	202406050509	三連単	3 → 10 → 5	2090	2
0	202404040605	単勝	17	260	1
1	202404040605	複勝	17 14 16	130 370 180	1 5 3
2	202404040605	枠連	7 - 8	1520	5
3	202404040605	馬連	14 - 17	2600	7
0	202404040605	ワイド	14 - 17 16 - 17 14 - 16	1,090 310 1,530	9 1 13
1	202404040605	馬単	17 → 14	4080	10
2	202404040605	三連複	14 - 16 - 17	3670	8
3	202404040605	三連単	17 → 14 → 16	18950	36
0	202507010108	単勝	9	4880	12
1	202507010108	複勝	9 14 4	990 380 290	11 7 5
2	202507010108	枠連	5 - 7	6880	23
3	202507010108	馬連	9 - 14	25580	61
0	202507010108	ワイド	9 - 14 4 - 9 4 - 14	6,010 3,890 1,640	58 44 23
1	202507010108	馬単	9 → 14	55490	123
2	202507010108	三連複	4 - 9 - 14	46350	144
3	202507010108	三連単	9 → 14 → 4	441710	1072
0	202408070407	単勝	8	240	1
1	202408070407	複勝	8 7 1	120 120 290	1 2 6
2	202408070407	枠連	7 - 7	350	1
3	202408070407	馬連	7 - 8	400	1
0	202408070407	ワイド	7 - 8 1 - 8 1 - 7	180 800 790	1 12 11
1	202408070407	馬単	8 → 7	650	1
2	202408070407	三連複	1 - 7 - 8	2000	5
3	202408070407	三連単	8 → 7 → 1	5340	10
0	202404040611	単勝	7	230	1
1	202404040611	複勝	7 12 13	130 190 260	1 3 5
2	202404040611	枠連	5 - 8	430	1
3	202404040611	馬連	7 - 12	910	2
0	202404040611	ワイド	7 - 12 7 - 13 12 - 13	370 510 900	2 4 11
1	202404040611	馬単	7 → 12	1350	2
2	202404040611	三連複	7 - 12 - 13	2520	4
3	202404040611	三連単	7 → 12 → 13	6740	4
0	202407010210	単勝	6	510	4
1	202407010210	複勝	6 2 7	150 130 140	4 2 3
2	202407010210	枠連	2 - 6	1310	7
3	202407010210	馬連	2 - 6	950	6
0	202407010210	ワイド	2 - 6 6 - 7 2 - 7	330 290 280	6 5 3
1	202407010210	馬単	6 → 2	1920	12
2	202407010210	三連複	2 - 6 - 7	1170	5
3	202407010210	三連単	6 → 2 → 7	7400	35
0	202410010807	単勝	1	190	1
1	202410010807	複勝	1 2 5	110 170 150	1 4 2
2	202410010807	枠連	1 - 2	600	2
3	202410010807	馬連	1 - 2	650	2
0	202410010807	ワイド	1 - 2 1 - 5 2 - 5	300 220 550	2 1 8
1	202410010807	馬単	1 → 2	880	2
2	202410010807	三連複	1 - 2 - 5	900	1
3	202410010807	三連単	1 → 2 → 5	2810	1
0	202406010111	単勝	3	780	5
1	202406010111	複勝	3 7 15	270 400 340	3 8 6
2	202406010111	枠連	2 - 4	570	1
3	202406010111	馬連	3 - 7	4820	24
0	202406010111	ワイド	3 - 7 3 - 15 7 - 15	1,450 1,310 1,870	22 18 27
1	202406010111	馬単	3 → 7	8030	38
2	202406010111	三連複	3 - 7 - 15	12230	52
3	202406010111	三連単	3 → 7 → 15	65470	252
0	202405040510	単勝	7	610	2
1	202405040510	複勝	7 4 15	230 340 250	3 6 4
2	202405040510	枠連	3 - 4	900	5
3	202405040510	馬連	4 - 7	3040	10
